history_id,job_no,stage,entered_at,exited_at,duration_hours,note
3b27f5fd-41a1-9f1a-505d-3d51ec9ed975,4302,proofing,2026-06-06 17:30:07.129620,2026-06-07 09:18:27.004775,15.81,
7736e405-2981-3596-e3f3-ef93571613e4,4302,awaiting_approval,2026-06-07 09:18:27.004775,2026-06-08 22:51:23.049992,37.55,waiting on customer
7a295a31-6537-b176-ae70-c968699c19c3,4302,plating,2026-06-08 22:51:23.049992,2026-06-09 14:39:42.925147,15.81,
87c4bc1a-ae8b-626b-5143-e285071484b0,4302,on_press,2026-06-09 14:39:42.925147,2026-06-10 06:28:02.800302,15.81,
126a6982-39d6-25dc-1587-8edc2692e0d1,4302,finishing,2026-06-10 06:28:02.800302,2026-06-10 22:16:22.675457,15.81,
8ddf2786-f051-9792-0085-cf00b207f735,4302,dispatched,2026-06-10 22:16:22.675457,2026-06-11 14:04:42.550612,15.81,
71b3fb2f-9dd7-2c98-cd83-4725bb278d34,4302,delivered,2026-06-11 14:04:42.550612,,,
f2f86e2d-577f-d883-732a-9c38a64d4117,4303,received,2026-03-01 00:00:00,2026-03-01 02:19:50.808496,2.33,
ed78e639-4d83-2eb7-6ab0-c7bb006f201f,4303,prepress,2026-03-01 02:19:50.808496,2026-03-01 15:25:02.281867,13.09,
880388d3-4450-f1a4-3293-8f436e1c0edd,4303,proofing,2026-03-01 15:25:02.281867,2026-03-02 04:30:13.755238,13.09,
31ea5d8d-8e6a-ba3d-d910-46e93d2e80dd,4303,awaiting_approval,2026-03-02 04:30:13.755238,2026-03-04 16:10:05.390573,59.66,waiting on customer
cec070c7-81f0-1ba7-beca-3d0c83cb61d6,4303,plating,2026-03-04 16:10:05.390573,2026-03-05 05:15:16.863944,13.09,
96deed40-f530-b9a0-75f1-004a30306028,4303,on_press,2026-03-05 05:15:16.863944,2026-03-05 18:20:28.337315,13.09,
47ff6da7-7637-6abf-16fa-6f8075aff881,4303,finishing,2026-03-05 18:20:28.337315,2026-03-06 07:25:39.810686,13.09,
cb6c2666-fcdf-b901-6ca2-1f848120280e,4303,dispatched,2026-03-06 07:25:39.810686,2026-03-06 20:30:51.284057,13.09,
627bce6c-baf5-0c81-9263-dd9f44026639,4303,delivered,2026-03-06 20:30:51.284057,,,
3af04c70-92f4-a3d1-3f3c-49269c6451ca,4304,received,2026-06-08 00:00:00,2026-06-08 04:20:11.309779,4.34,
281fe107-4ba7-740c-a8fe-0e1b8ae5edab,4304,prepress,2026-06-08 04:20:11.309779,2026-06-08 16:58:41.461701,12.64,
7c9cabb8-21fc-7e84-8481-c5203cc3e824,4304,proofing,2026-06-08 16:58:41.461701,2026-06-09 05:37:11.613623,12.64,
2f39b813-516a-31c1-381a-9845adc57df9,4304,awaiting_approval,2026-06-09 05:37:11.613623,2026-06-10 09:06:16.978513,27.48,waiting on customer
2fc9ea9a-a7ea-afd7-c98b-2519f1bb34ce,4304,plating,2026-06-10 09:06:16.978513,2026-06-10 21:44:47.130435,12.64,
f8f3f121-ec5e-9ccc-5f0e-3310ae45778a,4304,on_press,2026-06-10 21:44:47.130435,2026-06-11 10:23:17.282357,12.64,
3101a66b-1d9b-f909-831f-2135a443d7c2,4304,finishing,2026-06-11 10:23:17.282357,2026-06-11 23:01:47.434279,12.64,
ab50b5b0-22ae-64b2-c2ed-0f8c068b035a,4304,dispatched,2026-06-11 23:01:47.434279,2026-06-12 11:40:17.586201,12.64,
3e1aecb2-9642-b403-59d6-85d143e544ce,4304,delivered,2026-06-12 11:40:17.586201,,,
b3f92514-cc41-7c59-23f2-c26f22681236,4305,received,2026-01-26 00:00:00,2026-01-26 04:49:01.662397,4.82,
2a91da6b-8292-46e9-4699-593934dd4d01,4305,prepress,2026-01-26 04:49:01.662397,2026-01-26 19:08:24.528538,14.32,
f49e5ddb-57b9-8da1-2f77-bc50564a546f,4305,proofing,2026-01-26 19:08:24.528538,2026-01-27 09:27:47.394679,14.32,
b6977b92-4574-c50c-fd8c-bfac917f36cc,4305,awaiting_approval,2026-01-27 09:27:47.394679,2026-01-29 00:58:20.187324,39.51,waiting on customer
192809f6-8f6f-ade9-7c1d-bddc18d35075,4305,plating,2026-01-29 00:58:20.187324,2026-01-29 15:17:43.053465,14.32,
b7f32c68-97a3-5f14-84a7-299c2761d9af,4305,on_press,2026-01-29 15:17:43.053465,2026-01-30 05:37:05.919606,14.32,
3dbf631f-f2ab-3cc4-845a-c51680c15653,4305,finishing,2026-01-30 05:37:05.919606,2026-01-30 19:56:28.785747,14.32,
539b73dc-648a-93fe-c5bd-cd1ec03dad87,4305,dispatched,2026-01-30 19:56:28.785747,2026-01-31 10:15:51.651888,14.32,
ebe68ea4-9c0f-106f-cffc-ee9c5cfb677a,4305,delivered,2026-01-31 10:15:51.651888,,,
abe5aa8d-de7c-4828-095f-f7205e6bd3b7,4306,received,2026-07-01 00:00:00,2026-07-01 02:30:22.067464,2.51,
9b4db70f-7455-3a1c-5685-c0b60c1e2495,4306,prepress,2026-07-01 02:30:22.067464,2026-07-02 18:18:03.068062,39.79,
42a9b90c-d43a-7616-093b-5890ff8b703b,4306,proofing,2026-07-02 18:18:03.068062,2026-07-04 10:05:44.068660,39.79,
feb674e5-6a0d-1680-e354-74f0ad51c6d9,4306,awaiting_approval,2026-07-04 10:05:44.068660,2026-07-04 14:10:51.885762,4.09,waiting on customer
f2daa850-af3e-b53f-74c3-4468aaf76239,4306,plating,2026-07-04 14:10:51.885762,2026-07-06 05:58:32.886360,39.79,
8801c2eb-835e-321f-4741-4a7d270ab1ab,4306,on_press,2026-07-06 05:58:32.886360,2026-07-07 21:46:13.886958,39.79,
7e97a60f-16a0-72c1-b9bd-36cb8ba86f07,4306,finishing,2026-07-07 21:46:13.886958,2026-07-09 13:33:54.887556,39.79,
67d25f1c-9935-e1f5-115f-e0ddc1054a4a,4306,dispatched,2026-07-09 13:33:54.887556,2026-07-11 05:21:35.888154,39.79,
de8da007-ea2e-bc99-4477-e3297ededf5e,4306,delivered,2026-07-11 05:21:35.888154,,,
958a32bb-b776-5d60-fe22-5121fc7d81a2,4307,received,2025-12-10 00:00:00,2025-12-10 04:39:24.666115,4.66,
5b88ce0a-fb99-c682-e5c8-5ef467c28bf8,4307,prepress,2025-12-10 04:39:24.666115,2025-12-10 20:41:28.728620,16.03,
a5cdc7df-b630-75e1-6932-eca96354bf77,4307,proofing,2025-12-10 20:41:28.728620,2025-12-11 12:43:32.791125,16.03,
f6677e5d-e286-2f2c-6534-9d7356671d77,4307,awaiting_approval,2025-12-11 12:43:32.791125,2025-12-13 18:31:19.835859,53.8,waiting on customer
be89dee6-523a-5c0c-9839-9c6bd69d5acc,4307,plating,2025-12-13 18:31:19.835859,2025-12-14 10:33:23.898364,16.03,
57ca7586-e0e2-98ff-f8c6-5bb513652409,4307,on_press,2025-12-14 10:33:23.898364,2025-12-15 02:35:27.960869,16.03,
0b0ca348-23cf-45dd-ff11-fe3435a193c3,4307,finishing,2025-12-15 02:35:27.960869,2025-12-15 18:37:32.023374,16.03,
6f84b3bb-f9af-f0df-0107-508a97763a1a,4307,dispatched,2025-12-15 18:37:32.023374,2025-12-16 10:39:36.085879,16.03,
9988fee9-c8a3-7b56-824f-21f5620c3681,4307,delivered,2025-12-16 10:39:36.085879,,,
64f87d1f-d7a9-15c0-8be9-bc968c654aea,4308,received,2026-05-18 00:00:00,2026-05-18 01:17:46.149336,1.3,
9f9cc21f-2c02-ad59-205f-a41204bfd3d5,4308,prepress,2026-05-18 01:17:46.149336,2026-05-18 20:07:38.165810,18.83,
8277a9ec-4f69-1985-f0da-bf1d239eae2d,4308,proofing,2026-05-18 20:07:38.165810,2026-05-19 14:57:30.182284,18.83,
e4221cd8-c91c-0233-a575-7baac28652f7,4308,awaiting_approval,2026-05-19 14:57:30.182284,2026-05-20 18:00:00.584963,27.04,waiting on customer
d2aaab2e-f94a-1b2e-458c-f7a0e0826b39,4308,plating,2026-05-20 18:00:00.584963,2026-05-21 12:49:52.601437,18.83,
d520669e-9546-a2ee-6892-6a4931496ee0,4308,on_press,2026-05-21 12:49:52.601437,2026-05-22 07:39:44.617911,18.83,
2b08ba64-3053-a68c-d23e-b2c75c1446de,4308,finishing,2026-05-22 07:39:44.617911,2026-05-23 02:29:36.634385,18.83,
7bd2765b-0e86-1351-0115-1672ca01543c,4308,dispatched,2026-05-23 02:29:36.634385,,,
f2f68100-ed50-f75e-0371-a7f00d0fa8c6,4309,received,2026-02-26 00:00:00,2026-02-26 04:06:59.813370,4.12,
9d6fb753-a8e3-0f15-1ebc-c66c1d883c85,4309,prepress,2026-02-26 04:06:59.813370,2026-02-26 23:14:39.147337,19.13,
eee3c136-963d-1ff5-f4f0-10f08981a2a3,4309,proofing,2026-02-26 23:14:39.147337,2026-02-27 18:22:18.481304,19.13,
b80be6fc-06cd-7971-d622-07788646a8ba,4309,awaiting_approval,2026-02-27 18:22:18.481304,2026-02-28 21:26:39.493711,27.07,waiting on customer
3337e17c-8d38-d02e-51b3-5b2512d5c0f1,4309,plating,2026-02-28 21:26:39.493711,2026-03-01 16:34:18.827678,19.13,
c8109ccf-d307-55b1-69ea-58ffafb1cdfa,4309,on_press,2026-03-01 16:34:18.827678,2026-03-02 11:41:58.161645,19.13,
df76fefd-9545-bd78-8f5d-de9413f5749a,4309,finishing,2026-03-02 11:41:58.161645,2026-03-03 06:49:37.495612,19.13,
10dbc8c8-af34-c5d1-1676-56771ee82416,4309,dispatched,2026-03-03 06:49:37.495612,2026-03-04 01:57:16.829579,19.13,
542d0d04-ea03-9f98-1143-9b3867b3aef6,4309,delivered,2026-03-04 01:57:16.829579,,,
0157ce36-7ff0-54e3-b8eb-63a38aa57ce3,4310,received,2026-01-07 00:00:00,2026-01-07 04:57:12.174782,4.95,
63390593-0d0f-5fe9-7549-d6bf49c4bb6c,4310,prepress,2026-01-07 04:57:12.174782,2026-01-07 18:35:14.755651,13.63,
927d577e-3ee5-dd91-7013-347ffda082e6,4310,proofing,2026-01-07 18:35:14.755651,2026-01-08 08:13:17.336520,13.63,
ba1439d2-e005-c02b-ca5d-c4e637420917,4310,awaiting_approval,2026-01-08 08:13:17.336520,2026-01-13 12:01:27.705467,123.8,waiting on customer
ea42eee9-c622-b4ae-f036-2f40c855a607,4310,plating,2026-01-13 12:01:27.705467,2026-01-14 01:39:30.286336,13.63,
dd9c0703-f4e1-d739-2542-c42ee347efd4,4310,on_press,2026-01-14 01:39:30.286336,2026-01-14 15:17:32.867205,13.63,
544de148-8b4c-5c8e-1c28-3764ceb09449,4310,finishing,2026-01-14 15:17:32.867205,2026-01-15 04:55:35.448074,13.63,
48a369ad-a1b6-cf43-67c3-ee2b920a3546,4310,dispatched,2026-01-15 04:55:35.448074,2026-01-15 18:33:38.028943,13.63,
3e35a897-1742-56b2-21dd-7ceec1d85026,4310,delivered,2026-01-15 18:33:38.028943,,,
d20eaf1b-bcb1-760d-87ed-acdff80532b2,4311,received,2026-04-19 00:00:00,2026-04-19 03:27:06.892733,3.45,
53538f40-1db2-df86-1992-41c3a7f7ff31,4311,prepress,2026-04-19 03:27:06.892733,2026-04-19 19:46:48.431896,16.33,
a0c829e7-8515-67a8-447a-a28152066232,4311,proofing,2026-04-19 19:46:48.431896,2026-04-20 12:06:29.971059,16.33,
38eb96cd-0bda-30c1-353a-d926ec3b0100,4311,awaiting_approval,2026-04-20 12:06:29.971059,2026-04-23 14:23:03.215587,74.28,waiting on customer
d7297a2f-7790-59ec-bd2b-18e36e8394be,4311,plating,2026-04-23 14:23:03.215587,2026-04-24 06:42:44.754750,16.33,
69593948-30cb-75f7-3681-6ae266537271,4311,on_press,2026-04-24 06:42:44.754750,2026-04-24 23:02:26.293913,16.33,
5920a7a1-7475-2505-1dea-5cf56c5d4610,4311,finishing,2026-04-24 23:02:26.293913,2026-04-25 15:22:07.833076,16.33,
8b639b82-76a0-1517-8b66-6bba547ed0d6,4311,dispatched,2026-04-25 15:22:07.833076,2026-04-26 07:41:49.372239,16.33,
e2738d9c-5ec5-0895-9231-634ded8028d3,4311,delivered,2026-04-26 07:41:49.372239,,,
731b8467-117d-75cc-5812-9b7ac339d633,4312,received,2025-12-01 00:00:00,2025-12-01 03:02:34.251360,3.04,
a1891f9f-58ef-d9ad-584c-690a44492d0f,4312,prepress,2025-12-01 03:02:34.251360,2025-12-01 16:38:29.138724,13.6,
72b5e4dc-d191-6bb5-86ec-55f88fccb0c2,4312,proofing,2025-12-01 16:38:29.138724,2025-12-02 06:14:24.026088,13.6,
416a84bb-ff5a-3270-23fa-81db2b060b88,4312,awaiting_approval,2025-12-02 06:14:24.026088,2025-12-03 11:25:10.408178,29.18,waiting on customer
e517f17d-c279-a466-3293-3adbdd8980e4,4312,plating,2025-12-03 11:25:10.408178,2025-12-04 01:01:05.295542,13.6,
62aaece6-d211-c04f-3984-40de6de8d431,4312,on_press,2025-12-04 01:01:05.295542,2025-12-04 14:37:00.182906,13.6,
857aca8e-3634-4e13-00b2-d518169719b1,4312,finishing,2025-12-04 14:37:00.182906,2025-12-05 04:12:55.070270,13.6,
ee928115-6fa2-2599-01f6-a84d1d45e138,4312,dispatched,2025-12-05 04:12:55.070270,,,
2293cc3c-3cbd-396e-31f4-6a83a97ce432,4313,received,2026-05-02 00:00:00,2026-05-02 04:32:20.087279,4.54,
cd557db8-8e2b-fa5d-7b82-f0206015b540,4313,prepress,2026-05-02 04:32:20.087279,2026-05-02 15:39:11.041454,11.11,
7bc75379-dad7-1e52-7e57-92fec0da50df,4313,proofing,2026-05-02 15:39:11.041454,2026-05-03 02:46:01.995629,11.11,
2f67c8e9-803b-0f27-4999-80b54c743f3b,4313,awaiting_approval,2026-05-03 02:46:01.995629,2026-05-06 08:01:27.590650,77.26,waiting on customer
813d3db7-589f-91a6-fa6d-04dfc35b812e,4313,plating,2026-05-06 08:01:27.590650,2026-05-06 19:08:18.544825,11.11,
87a82351-54e8-4b7a-7b83-095cc7bc0269,4313,on_press,2026-05-06 19:08:18.544825,2026-05-07 06:15:09.499000,11.11,
1ce61ca9-8f2b-2c7b-8e82-c2a9d65bfdb7,4313,finishing,2026-05-07 06:15:09.499000,2026-05-07 17:22:00.453175,11.11,
f3276bf0-b5a6-fb90-ba0c-41d1b2da6f92,4313,dispatched,2026-05-07 17:22:00.453175,2026-05-08 04:28:51.407350,11.11,
0f9cb077-ce4c-4ea4-3247-b4a1a077cc67,4313,delivered,2026-05-08 04:28:51.407350,,,
632c22cb-e840-e744-5c79-3716837448c7,4314,received,2026-03-13 00:00:00,2026-03-13 04:16:06.828397,4.27,
92dbad33-eff5-bf10-37e1-9aeab06097ee,4314,prepress,2026-03-13 04:16:06.828397,2026-03-13 16:59:36.781621,12.72,
d45f3ca5-9788-fdc4-01d6-2b63bbcdbc57,4314,proofing,2026-03-13 16:59:36.781621,2026-03-14 05:43:06.734845,12.72,
a2a78fd0-b982-b52d-6c4b-ce234da3f096,4314,awaiting_approval,2026-03-14 05:43:06.734845,2026-03-17 10:11:23.307947,76.47,waiting on customer
e1ff42a6-8c48-7670-71cd-90c6b9b109b8,4314,plating,2026-03-17 10:11:23.307947,2026-03-17 22:54:53.261171,12.72,
b4c0c7c7-9620-6c99-93e8-4b74d164ef70,4314,on_press,2026-03-17 22:54:53.261171,2026-03-18 11:38:23.214395,12.72,
e60e4996-6768-f51d-745b-0f1ca86c8907,4314,finishing,2026-03-18 11:38:23.214395,2026-03-19 00:21:53.167619,12.72,
cb340a3b-1682-bfda-867e-5c5d494b9751,4314,dispatched,2026-03-19 00:21:53.167619,2026-03-19 13:05:23.120843,12.72,
04701c5b-451f-bd2d-05d9-693fbb0569b3,4314,delivered,2026-03-19 13:05:23.120843,,,
438bdd45-e64a-6d5f-8b69-114d0e98a5b9,4315,received,2026-06-05 00:00:00,2026-06-05 01:49:27.787392,1.82,
9bf2c3e2-891a-8a62-2f08-a9b84e599b36,4315,prepress,2026-06-05 01:49:27.787392,2026-06-05 16:36:20.422078,14.78,
385569c3-1605-a77a-f9df-6e9ca84d0c46,4315,proofing,2026-06-05 16:36:20.422078,2026-06-06 07:23:13.056764,14.78,
b2932920-183d-99b8-11e5-6f2ab4a22669,4315,awaiting_approval,2026-06-06 07:23:13.056764,2026-06-08 23:59:22.331513,64.6,waiting on customer
2021fbaf-dee5-86c4-f016-4b7bd67aaed2,4315,plating,2026-06-08 23:59:22.331513,2026-06-09 14:46:14.966199,14.78,
703a39cb-75cd-e41e-10a7-d859272e09c7,4315,on_press,2026-06-09 14:46:14.966199,2026-06-10 05:33:07.600885,14.78,
8a501cbf-a5fa-3eb8-703b-02f3b49462ed,4315,finishing,2026-06-10 05:33:07.600885,2026-06-10 20:20:00.235571,14.78,
8ce98c5f-0652-28fa-ffd5-a118004fb389,4315,dispatched,2026-06-10 20:20:00.235571,,,
891b7aff-7743-5157-de19-32f485c98650,4316,received,2026-06-25 00:00:00,2026-06-25 01:27:03.056539,1.45,
9c06493b-4c1f-bdd1-279b-e67fefae8fdd,4316,prepress,2026-06-25 01:27:03.056539,2026-06-25 12:51:06.404563,11.4,
ee594a21-fb85-218f-31c3-4622e85c2013,4316,proofing,2026-06-25 12:51:06.404563,2026-06-26 00:15:09.752587,11.4,
90729e22-bb91-9da8-5787-f4bd4250858b,4316,awaiting_approval,2026-06-26 00:15:09.752587,2026-06-27 05:43:57.995509,29.48,waiting on customer
d5947a2e-e47b-77fb-1fe6-3aea7a53d846,4316,plating,2026-06-27 05:43:57.995509,2026-06-27 17:08:01.343533,11.4,
a1062fa5-9384-405e-1152-54003585ceb4,4316,on_press,2026-06-27 17:08:01.343533,2026-06-28 04:32:04.691557,11.4,
b281520b-70b9-8cea-1543-7d6ee10ca9f1,4316,finishing,2026-06-28 04:32:04.691557,2026-06-28 15:56:08.039581,11.4,
ec35a4a8-0d81-999f-9937-d50a0646aa4b,4316,dispatched,2026-06-28 15:56:08.039581,2026-06-29 03:20:11.387605,11.4,
530b128d-eb9b-891c-9345-72737d0f0e4d,4316,delivered,2026-06-29 03:20:11.387605,,,
aed99b7b-2314-9610-cd75-32811901976f,4317,received,2026-03-17 00:00:00,2026-03-17 04:40:31.844381,4.68,
3892604d-8f53-9945-3a64-f08330240ec8,4317,prepress,2026-03-17 04:40:31.844381,2026-03-17 14:52:40.466366,10.2,
f1d5a115-7973-4c31-974e-13b7403f0639,4317,proofing,2026-03-17 14:52:40.466366,2026-03-18 01:04:49.088351,10.2,
75296f0f-ceac-8a43-1313-ec093efde383,4317,awaiting_approval,2026-03-18 01:04:49.088351,2026-03-22 10:23:08.518972,105.31,waiting on customer
1033446f-0700-c2be-39ae-bc8980566d9d,4317,plating,2026-03-22 10:23:08.518972,2026-03-22 20:35:17.140957,10.2,
f2a0e542-0e71-2557-ae30-b03e349b15f8,4317,on_press,2026-03-22 20:35:17.140957,2026-03-23 06:47:25.762942,10.2,
3c8c0534-c9c7-97b5-10f1-b2fa7ea63807,4317,finishing,2026-03-23 06:47:25.762942,2026-03-23 16:59:34.384927,10.2,
2dec221b-d0c1-7537-d306-ff828575afae,4317,dispatched,2026-03-23 16:59:34.384927,2026-03-24 03:11:43.006912,10.2,
eec740b8-126d-e5f9-d81a-4d89d11977bc,4317,delivered,2026-03-24 03:11:43.006912,,,
f2b66dd6-6219-18b6-c648-184f6e54f10f,4318,received,2026-03-01 00:00:00,2026-03-01 02:41:19.114067,2.69,
b2e2a38c-6c10-4ee8-938c-5a0227e62e0a,4318,prepress,2026-03-01 02:41:19.114067,2026-03-01 16:20:55.505399,13.66,
fe0c3894-e383-0c1f-da06-88fec9499d19,4318,proofing,2026-03-01 16:20:55.505399,2026-03-02 06:00:31.896731,13.66,
27733144-8e08-7d6d-50cf-ada45ca95f4c,4318,awaiting_approval,2026-03-02 06:00:31.896731,2026-03-04 18:55:29.797245,60.92,waiting on customer
183e1835-eddd-0f9c-a6c3-fc6d305659a2,4318,plating,2026-03-04 18:55:29.797245,2026-03-05 08:35:06.188577,13.66,
2071f46f-18d7-175e-ff04-316350c27138,4318,on_press,2026-03-05 08:35:06.188577,2026-03-05 22:14:42.579909,13.66,
bd40d149-f7f4-f256-e952-c4a7d8e6c78b,4318,finishing,2026-03-05 22:14:42.579909,2026-03-06 11:54:18.971241,13.66,
fdfafa55-7618-467c-b145-dca482a48fbd,4318,dispatched,2026-03-06 11:54:18.971241,2026-03-07 01:33:55.362573,13.66,
0ffedbf9-f244-baba-7369-2ebfc5efa97d,4318,delivered,2026-03-07 01:33:55.362573,,,
f69d77fc-9eae-f9d7-d10a-28230955fa3e,4319,received,2026-07-02 00:00:00,2026-07-02 03:06:46.737641,3.11,
c027f38f-d9dd-1670-e2ea-5c5a60a0e5e1,4319,prepress,2026-07-02 03:06:46.737641,2026-07-02 18:58:31.355462,15.86,
d0e6a353-2d45-229d-3027-cd34ccc6c8eb,4319,proofing,2026-07-02 18:58:31.355462,2026-07-03 10:50:15.973283,15.86,
4d62dd42-2bb4-e437-2316-1fb6805b3b2a,4319,awaiting_approval,2026-07-03 10:50:15.973283,2026-07-05 06:46:49.415263,43.94,waiting on customer
dcb24fad-389e-0122-e91f-7d556dd4f147,4319,plating,2026-07-05 06:46:49.415263,2026-07-05 22:38:34.033084,15.86,
ecbc4810-8af1-1742-ec81-4ec7dc35f86a,4319,on_press,2026-07-05 22:38:34.033084,2026-07-06 14:30:18.650905,15.86,
879a68af-e492-2bd4-913f-685126a211a7,4319,finishing,2026-07-06 14:30:18.650905,2026-07-07 06:22:03.268726,15.86,
25042977-dd6c-352b-2038-b1baea23a0f6,4319,dispatched,2026-07-07 06:22:03.268726,2026-07-07 22:13:47.886547,15.86,
f3474dbb-c79e-c132-c19d-35fd6064751f,4319,delivered,2026-07-07 22:13:47.886547,,,
3a8df2a9-d6e9-d7d0-d7e5-d91b54cf3261,4320,received,2026-06-29 00:00:00,2026-06-29 02:06:52.160804,2.11,
b61867d4-556c-b1c2-ad9c-fba4a5878794,4320,prepress,2026-06-29 02:06:52.160804,2026-06-29 14:56:29.527460,12.83,
a2f51c3a-da66-8dba-b935-1a72ab9147d4,4320,proofing,2026-06-29 14:56:29.527460,2026-06-30 03:46:06.894116,12.83,
ad867b52-ea63-8271-7f58-e4db32de0679,4320,awaiting_approval,2026-06-30 03:46:06.894116,2026-07-01 16:09:56.555972,36.4,waiting on customer
f17f61d7-3f50-f313-5e95-8dbf3f51a49b,4320,plating,2026-07-01 16:09:56.555972,2026-07-02 04:59:33.922628,12.83,
862b40f6-0b21-a3f8-98ff-4b12c7c8889a,4320,on_press,2026-07-02 04:59:33.922628,2026-07-02 17:49:11.289284,12.83,
c057e0ee-eeb8-20a0-fd37-d139d42f6820,4320,finishing,2026-07-02 17:49:11.289284,2026-07-03 06:38:48.655940,12.83,
073afd9c-35dc-b5d7-1b3b-98f89accd7c3,4320,dispatched,2026-07-03 06:38:48.655940,2026-07-03 19:28:26.022596,12.83,
3609c9f0-3ec8-428b-96d4-af4e7b42a2b2,4320,delivered,2026-07-03 19:28:26.022596,,,
bac9f267-73d4-e13d-ec39-cb28652bfb51,4321,received,2026-04-18 00:00:00,2026-04-18 02:35:58.674898,2.6,
20690a1f-6782-a08a-0e2d-741f4bdce3c6,4321,prepress,2026-04-18 02:35:58.674898,2026-04-18 19:51:20.303814,17.26,
993f2ff4-5550-1f60-2f32-a24fdc7acc2f,4321,proofing,2026-04-18 19:51:20.303814,2026-04-19 13:06:41.932730,17.26,
c50e9697-53b8-179f-bb7d-846d8b5df76e,4321,awaiting_approval,2026-04-19 13:06:41.932730,2026-04-23 12:43:30.268309,95.61,waiting on customer
6db7529e-009b-7220-1758-f496d9246df3,4321,plating,2026-04-23 12:43:30.268309,2026-04-24 05:58:51.897225,17.26,
af50bf37-39d7-97b3-392f-fe2f77d6dc25,4321,on_press,2026-04-24 05:58:51.897225,2026-04-24 23:14:13.526141,17.26,
193bf17b-73be-4256-c0d6-6178c4b98bad,4321,finishing,2026-04-24 23:14:13.526141,2026-04-25 16:29:35.155057,17.26,
c6f3467e-f51c-cbb3-5343-f766dd185e07,4321,dispatched,2026-04-25 16:29:35.155057,,,
bd0353b7-1d02-f1ae-6c81-abf1c1f58ae9,4322,received,2026-06-16 00:00:00,2026-06-16 02:31:09.854729,2.52,
36ed3fb1-6589-89dd-2f79-51323253c810,4322,prepress,2026-06-16 02:31:09.854729,2026-06-16 08:31:09.854729,6.0,
a387f7b2-624f-ee01-ea05-0e329ee5efa5,4322,proofing,2026-06-16 08:31:09.854729,2026-06-16 14:31:09.854729,6.0,
22651d97-e391-3e66-7078-7618022e3e00,4322,awaiting_approval,2026-06-16 14:31:09.854729,2026-06-21 06:51:59.878083,112.35,waiting on customer
a9c7440b-19f1-b0e1-da1a-027661e76ff5,4322,plating,2026-06-21 06:51:59.878083,2026-06-21 12:51:59.878083,6.0,
a1882ed8-ecd4-1ce5-9045-60166ac31580,4322,on_press,2026-06-21 12:51:59.878083,2026-06-21 18:51:59.878083,6.0,
995499c1-8c13-f00e-bb0a-6ca4856791ec,4322,finishing,2026-06-21 18:51:59.878083,2026-06-22 00:51:59.878083,6.0,
3244247c-ecd5-e788-5740-27816a6634d3,4322,dispatched,2026-06-22 00:51:59.878083,,,
c4911afa-4ea7-98b1-31ae-ebc606305a3a,4323,received,2026-06-16 00:00:00,2026-06-16 03:50:03.521735,3.83,
f4d18972-8123-0780-bb43-6b501dd5a288,4323,prepress,2026-06-16 03:50:03.521735,2026-06-16 22:14:43.370617,18.41,
ef28701d-e41e-421f-7f37-5b956ae6bd75,4323,proofing,2026-06-16 22:14:43.370617,2026-06-17 16:39:23.219499,18.41,
