segment_id,pnr,flight_no,flight_date,origin_iata,destination_iata,departure_time,arrival_time,segment_order
1aa2a71d-3a44-a74a-5b7e-1db2a7a48513,GQ65GT,F2-128,2026-07-05,WIL,OSE,07:45,08:33,1
3e3be8df-6691-9ead-94a2-622011b93428,TD7GDT,F2-170,2026-05-04,WIL,MYD,07:45,08:50,1
df860bed-007b-2204-6acb-b0abe67c5f8c,RJ6QBF,F2-116,2026-08-15,WIL,MRE,10:15,11:10,1
42d93468-1730-e1f7-7560-c1b0f9cec797,METEAM,F2-116,2026-08-22,WIL,MRE,10:15,11:10,1
1c5f1c04-f8c2-40a0-3810-b7a2d9a9ba28,3JXMXX,F2-158,2026-05-27,KIU,WIL,09:45,10:30,1
cb740ece-729c-249c-2a79-def03793459b,USMT9D,F2-154,2026-07-11,NVA,WIL,09:15,09:40,1
ab6facdb-6060-6167-ce4d-39b029d827a6,435G2R,F2-150,2026-09-01,NYK,WIL,09:15,09:50,1
a3e0dc41-c934-f903-2644-f2336374de8e,MBFM84,F2-158,2026-05-17,KIU,WIL,09:45,10:30,1
3d78ebf9-5992-e703-2ce9-65bf23561290,4R293X,F2-108,2026-04-15,WIL,KEU,07:45,08:35,1
5a2d204b-8768-a8f0-5fc1-1529c381ecdb,5KWET6,F2-174,2026-07-04,WIL,LAU,07:15,08:35,1
0f3da091-455f-c877-57b7-fbcc8348fb73,MJACE6,F2-110,2026-05-12,WIL,KEU,10:15,11:05,1
345c3089-1f1c-09b3-c4fc-6edd507d1974,ZSFGC7,F2-154,2026-04-13,NVA,WIL,09:15,09:40,1
1c535203-c67e-bff1-3231-9f01daff5912,BGVCFX,F2-104,2026-08-21,WIL,OLX,10:15,11:00,1
cec1124c-1dfb-f5d5-ce98-8d9834b13864,TRBEAU,F2-164,2026-09-07,UKA,WIL,09:00,09:50,1
d3e081b4-75de-046f-04bb-2069771279a7,3E5D3D,F2-164,2026-06-23,UKA,WIL,09:00,09:50,1
eda6dc81-a47f-cfd3-623f-b2754f5ae429,SG6936,F2-138,2026-05-18,UAS,WIL,09:45,10:45,1
9d10c4ab-949d-1c0c-2be0-71c65f701ac3,Y3VYZP,F2-164,2026-09-03,UKA,WIL,09:00,09:50,1
b9d6edc2-61d1-1b28-6389-bbfa68ecc253,AHGM8S,F2-160,2026-07-01,WIL,UKA,07:00,07:50,1
7bdbc058-d22a-0bdf-3228-257199f1c45e,SGQ65H,F2-128,2026-06-15,WIL,OSE,07:45,08:33,1
acf44bbd-dd85-cdfd-9497-00f7c8b397b2,76R7J4,F2-152,2026-05-04,WIL,NVA,07:30,07:55,1
e2194645-487a-7eee-0f99-97483d2acd61,RWQGBK,F2-172,2026-07-21,MYD,WIL,09:15,10:20,1
e70a295a-753f-8b0d-b7f8-be33aef1714d,2DVKTW,F2-166,2026-04-20,WIL,MBA,07:15,08:10,1
603f20b0-258c-9f3a-2f12-233e6cb145eb,3VQSJQ,F2-108,2026-07-15,WIL,KEU,07:45,08:35,1
adf60ab6-fe63-18eb-7c55-5d723f78c829,X6US4W,F2-104,2026-08-18,WIL,OLX,10:15,11:00,1
914213ae-8da2-af79-ab04-50b6544ce186,PJZTMV,F2-132,2026-08-29,WIL,ASV,07:45,08:25,1
ca98f493-fe8d-7b07-d111-ecb6f5eaaeba,F5PP63,F2-146,2026-07-16,LSB,WIL,09:00,09:55,1
ce330700-6124-10b8-c1cc-90427d2a0b9e,X3GVWK,F2-132,2026-07-24,WIL,ASV,07:45,08:25,1
5436c625-1a68-bfcf-26da-10f658d3ee0e,3S2PYS,F2-186,2026-08-04,WIL,EBB,07:45,09:30,1
3884f703-e15b-8e20-1c13-9b8cf219b3fd,GDH3MU,F2-154,2026-05-29,NVA,WIL,09:15,09:40,1
7f8c36b7-571e-84b6-3632-3084b4544e1f,66W92E,F2-194,2026-07-23,WIL,ARK,07:15,08:35,1
e223d2ce-5395-6284-a55a-eb586b606faa,3MB2WJ,F2-132,2026-05-24,WIL,ASV,07:45,08:25,1
5518698f-31be-9656-e82b-cf4a1aa85cad,RSQ62W,F2-150,2026-06-07,NYK,WIL,09:15,09:50,1
86cdd9c5-45e3-8ccd-9d74-e6a0f86efa18,REPS84,F2-112,2026-05-26,KEU,WIL,09:00,09:50,1
f1acffce-8d87-b22e-cda3-ef7dcfce2bf6,2T2834,F2-190,2026-05-03,WIL,JRO,07:45,09:00,1
d7f54ae7-1bae-c0df-d247-e89d7386df82,QZPR2A,F2-174,2026-07-19,WIL,LAU,07:15,08:35,1
b99a84f2-7dff-511e-a9e4-72e20797c2a0,87R8XR,F2-122,2026-06-11,KTJ,WIL,09:00,09:50,1
f03e8d06-7999-549f-8221-dfba39d98b59,DNT88L,F2-150,2026-05-15,NYK,WIL,09:15,09:50,1
11f6fce2-1d03-f769-881b-f2388b8a9280,JK4QG9,F2-152,2026-07-07,WIL,NVA,07:30,07:55,1
4b351709-85d2-b102-f1e3-ec83f05dff4e,RS2L78,F2-184,2026-08-15,ZNZ,WIL,09:00,10:50,1
d57c8234-01d8-be54-1d61-4146963a9d48,MPRF5Z,F2-152,2026-08-11,WIL,NVA,07:30,07:55,1
fdc8d509-bb44-65ad-ca64-0216feeeda81,UK92X2,F2-196,2026-08-10,ARK,WIL,09:30,10:50,1
01970346-e7b9-6dba-e6b5-2facae497e20,P4V99A,F2-150,2026-07-14,NYK,WIL,09:15,09:50,1
1d0cd85d-49d0-b770-9d66-cca0983a565c,EGGKKN,F2-172,2026-08-28,MYD,WIL,09:15,10:20,1
8248fa5c-7e3f-f77e-2557-d2c3fa422235,643RJY,F2-130,2026-08-21,OSE,WIL,09:00,09:48,1
a0f04a4a-f36d-810f-7f68-f43dafc7c112,MTF46Y,F2-158,2026-05-31,KIU,WIL,09:45,10:30,1
293dfc08-4a91-f78d-548f-f594906169a8,FRCEVK,F2-134,2026-04-19,ASV,WIL,09:30,10:10,1
3f1ab444-61b4-f65c-31cb-be19e5e4cdb0,YSZHJS,F2-180,2026-08-15,KIS,WIL,09:15,10:10,1
15aee1fa-87d9-40fb-9f20-2b749aaf2106,KAEXKZ,F2-156,2026-07-15,WIL,KIU,07:00,07:45,1
053cf2c9-3c2f-6343-fd75-85087b74b8de,MNJD5P,F2-172,2026-04-16,MYD,WIL,09:15,10:20,1
a89286ad-5dd6-a2aa-20b7-cd199bf2efce,9P24CR,F2-132,2026-06-21,WIL,ASV,07:45,08:25,1
b7cfd4a5-b29f-b97f-077f-f1b65930e4a9,3P77GB,F2-170,2026-08-02,WIL,MYD,07:45,08:50,1
448ebbce-72b3-034f-fed8-afbdc1dca3d0,NTRM65,F2-182,2026-07-09,WIL,ZNZ,07:30,09:20,1
80a1265d-887c-ec02-7123-c3f102cfa2c6,JDDGVW,F2-142,2026-07-21,WIL,UKA,10:15,11:05,1
7ff37b07-a597-f73c-64d9-d24b2076cb34,S952KQ,F2-184,2026-07-03,ZNZ,WIL,09:00,10:50,1
796e65dc-05fa-b86b-5232-28cc2eedb9b3,48HX4S,F2-182,2026-04-15,WIL,ZNZ,07:30,09:20,1
ed6ff9a1-88ee-9e3d-1b5a-ec88e944e92f,EDDAAS,F2-118,2026-07-19,MRE,WIL,09:45,10:40,1
fbe09f44-28b0-3dfa-192d-dcd4d4d6931d,5DQUYN,F2-174,2026-08-05,WIL,LAU,07:15,08:35,1
5a2fcb06-f43a-f02e-dcc4-9507efa91ed2,DRN8L9,F2-154,2026-08-31,NVA,WIL,09:15,09:40,1
6d25a0ef-2b98-e80e-d0d9-937a19de8aa6,PV7D6U,F2-186,2026-07-10,WIL,EBB,07:45,09:30,1
4ec6a353-3bf4-226a-7c39-9469d006aa1e,6FU2HF,F2-122,2026-08-25,KTJ,WIL,09:00,09:50,1
74bd6666-1a94-801c-6df0-a232d3913e47,DRXFVW,F2-158,2026-07-09,KIU,WIL,09:45,10:30,1
bd86e945-e78a-7c09-cf81-0ea34aac863d,E5A2H2,F2-166,2026-08-28,WIL,MBA,07:15,08:10,1
3c5ce63b-4275-8e3d-a1da-95c20303ec30,8ABC88,F2-106,2026-08-31,OLX,WIL,09:30,10:15,1
984ee897-5736-b095-7a95-ed04c193261d,UMZP5W,F2-188,2026-05-05,EBB,WIL,09:00,10:45,1
2435f803-c723-fdc3-3c3d-ee4d1fec9237,8N8M5Q,F2-166,2026-08-14,WIL,MBA,07:15,08:10,1
5d9a1ccd-14de-505d-f605-0684d8d972f9,BNEP46,F2-112,2026-04-22,KEU,WIL,09:00,09:50,1
59a6c8c2-c205-65fd-3710-837b2904498b,SPQX9X,F2-180,2026-06-01,KIS,WIL,09:15,10:10,1
a1cb3f12-6d9e-7737-bff7-8b77a0fb310c,ZETPBC,F2-168,2026-04-15,MBA,WIL,09:45,10:40,1
10fa4c43-e7eb-75d0-c37b-0c1a77ce7704,NMMMWE,F2-174,2026-06-17,WIL,LAU,07:15,08:35,1
1cf5eb56-4b15-8de2-2ef8-f48328b556c0,A9XJUQ,F2-158,2026-05-18,KIU,WIL,09:45,10:30,1
0f742445-502d-8935-ff7e-adf5ee16414f,MAV49F,F2-128,2026-07-27,WIL,OSE,07:45,08:33,1
8198b87d-60a8-ec13-bb36-ddeb1f3092e7,ZLXRRF,F2-156,2026-09-04,WIL,KIU,07:00,07:45,1
9c64fb7b-4566-89a4-b07e-3dacec93e73b,PKMPLT,F2-114,2026-07-27,WIL,MRE,07:30,08:25,1
0ac75de2-ad63-bbb8-175b-a7a397f6c926,6FPFPX,F2-194,2026-04-13,WIL,ARK,07:15,08:35,1
a13904ae-36ca-7be8-6da6-e4bffd65d3ef,ZT4ADA,F2-132,2026-07-14,WIL,ASV,07:45,08:25,1
3bae2d02-f50a-87c5-71c1-e512cefa5dcd,HRFG4C,F2-194,2026-06-12,WIL,ARK,07:15,08:35,1
378825fd-d158-810c-0507-de010606887d,SJHMG6,F2-190,2026-05-04,WIL,JRO,07:45,09:00,1
955ba15a-44a9-93e3-7c66-e303157cdf8d,84CA6A,F2-104,2026-06-08,WIL,OLX,10:15,11:00,1
1a93fe0c-946c-99d4-e6a9-23b53e9da029,29TVJP,F2-192,2026-06-15,JRO,WIL,09:30,10:45,1
cfc0a659-ee2f-9e22-064b-87d802f2cd9f,7CA4H7,F2-172,2026-05-14,MYD,WIL,09:15,10:20,1
ba2384c0-01be-3b09-1d7b-c028661b6d3d,P6Z9MD,F2-176,2026-04-26,LAU,WIL,09:30,10:50,1
7755b824-fa8a-98eb-cfae-0419dee39938,DYKSRY,F2-106,2026-06-08,OLX,WIL,09:30,10:15,1
9fa4a721-2ede-ef87-6a08-bc042a5ffd5d,LFNYWF,F2-130,2026-08-29,OSE,WIL,09:00,09:48,1
8380b56b-09d6-c5d8-0c7c-17db39d90303,MZ5K8Q,F2-122,2026-05-12,KTJ,WIL,09:00,09:50,1
4d4e37b6-aefc-4ab1-e5e4-93fdeba0fcb1,CC9N55,F2-130,2026-07-14,OSE,WIL,09:00,09:48,1
8f8b4744-3333-e50d-f09c-214ff256a6ff,P2LFYS,F2-106,2026-06-29,OLX,WIL,09:30,10:15,1
1e268b54-5f7b-d859-8141-591a6e38e5d2,QPC43P,F2-122,2026-08-16,KTJ,WIL,09:00,09:50,1
707ca111-6bc3-186a-5ed7-2a6fb7edb34b,DWRCER,F2-192,2026-06-11,JRO,WIL,09:30,10:45,1
8dcd998d-adce-17bf-702d-4ae62a492d65,M7U9QJ,F2-142,2026-07-03,WIL,UKA,10:15,11:05,1
75a4c837-86f6-48e1-fdcf-ea0643345010,EXSP4E,F2-150,2026-08-21,NYK,WIL,09:15,09:50,1
df194486-9387-451a-b7fe-80f856c0678d,H2MSQF,F2-142,2026-08-09,WIL,UKA,10:15,11:05,1
1a28e279-2edc-766e-c298-c91aa6f3ccdf,GUPRTA,F2-174,2026-06-19,WIL,LAU,07:15,08:35,1
8a7a18af-60bf-68d5-77a7-56e0336daf5f,PZJGYS,F2-142,2026-07-05,WIL,UKA,10:15,11:05,1
085f3e18-42b5-b529-7b1e-1dbf45296c1a,D2743K,F2-120,2026-07-05,WIL,KTJ,07:15,08:05,1
b30c8975-8df6-b75c-af94-a41857e2b2d2,23PSUW,F2-164,2026-05-29,UKA,WIL,09:00,09:50,1
8f19c326-53f3-1c08-5618-f00cc70b847c,KDMFMH,F2-180,2026-04-15,KIS,WIL,09:15,10:10,1
4226d5f3-27d6-c435-697a-294a7b5c0b2f,BMU7NK,F2-176,2026-05-25,LAU,WIL,09:30,10:50,1
ceb72abf-5d9f-e4ce-f6d8-0eb9edfa72e2,T2PWHV,F2-126,2026-06-24,MNA,WIL,09:30,10:20,1
3b253d64-24d2-ee3d-e6f4-979873c7e6fd,35QFFJ,F2-152,2026-04-15,WIL,NVA,07:30,07:55,1
fd3264cf-754b-d221-36b1-8748d56f7c72,TLZDUK,F2-126,2026-05-16,MNA,WIL,09:30,10:20,1
21f4974c-9cb8-3e75-c703-1304a043968e,96CHEZ,F2-106,2026-06-07,OLX,WIL,09:30,10:15,1
24db9130-7214-2423-dc02-8a06c52d30b2,A6VCLD,F2-176,2026-04-30,LAU,WIL,09:30,10:50,1
2a222109-5534-9b0d-7e7e-ccd7402ef2ac,4XM4LE,F2-150,2026-07-02,NYK,WIL,09:15,09:50,1
cce3f21e-a4fd-5dc5-1079-7af51d939ce8,PQS4ND,F2-188,2026-08-06,EBB,WIL,09:00,10:45,1
9d7b7902-dc87-14a2-9285-59d396183127,JBY586,F2-194,2026-04-21,WIL,ARK,07:15,08:35,1
c4010ef5-e03d-4c53-97c9-170b6e8d6754,XS6ANW,F2-166,2026-04-14,WIL,MBA,07:15,08:10,1
3ddde113-2db7-34b6-f8b5-4fb0564874a8,CH7MHN,F2-116,2026-05-07,WIL,MRE,10:15,11:10,1
96fe82ba-bfdb-e059-e41a-1f9c3e950d32,GWXBET,F2-122,2026-05-12,KTJ,WIL,09:00,09:50,1
20817778-c760-1876-ac6b-2c722ad68e3e,M8FAKL,F2-122,2026-05-14,KTJ,WIL,09:00,09:50,1
74394543-f82a-b69e-9040-670f3dd83e06,HW3R47,F2-106,2026-08-06,OLX,WIL,09:30,10:15,1
7891d182-29fb-ded5-be0b-201a48043187,VV7X44,F2-182,2026-06-05,WIL,ZNZ,07:30,09:20,1
00899d6f-926c-da12-7e40-4e38576a142a,96MA9W,F2-172,2026-05-23,MYD,WIL,09:15,10:20,1
fbfbc4e2-19c0-7865-5f66-f6e333c80ebd,QWVGKU,F2-144,2026-04-13,WIL,LSB,07:15,08:10,1
afa0916d-7281-075d-04a1-6611197f26fa,7T3HCR,F2-180,2026-05-09,KIS,WIL,09:15,10:10,1
4befed6e-a2b5-565d-91db-a535cf106ae8,ZJV8RU,F2-176,2026-05-21,LAU,WIL,09:30,10:50,1
c8e38d40-3f48-8926-4115-1dbf24b6ce71,YN59X9,F2-122,2026-06-01,KTJ,WIL,09:00,09:50,1
8576e48f-54b6-ea17-1c48-4d8dc175235a,Q8WVS3,F2-170,2026-08-14,WIL,MYD,07:45,08:50,1
ad1a87a8-7f49-4d2d-800a-5be6857f2932,V868DC,F2-130,2026-05-23,OSE,WIL,09:00,09:48,1
844ae68b-185f-d505-e9c5-b19e814b0db3,F3MPUS,F2-186,2026-06-20,WIL,EBB,07:45,09:30,1
e2d0327d-4304-6fc9-2004-b03d17896d22,XZ4DXH,F2-146,2026-05-27,LSB,WIL,09:00,09:55,1
65426b2e-7f16-bc34-e44d-afbf4e3dd352,TEVQLC,F2-174,2026-08-13,WIL,LAU,07:15,08:35,1
6f18c638-ab70-d577-3665-45b5685282d7,6QPUWQ,F2-158,2026-09-05,KIU,WIL,09:45,10:30,1
9f80aefe-b28c-4670-05ba-f4e3a30a94b9,DDUN42,F2-192,2026-08-05,JRO,WIL,09:30,10:45,1
7e3b6892-1a7c-d6fa-6d5e-cd061eb088b9,V8TYQX,F2-138,2026-04-22,UAS,WIL,09:45,10:45,1
1bc4ebfc-9419-290b-18fe-daaf801c19c7,Y3VUWF,F2-164,2026-06-25,UKA,WIL,09:00,09:50,1
7faa280d-2811-4562-c617-655e12928965,W3AU8G,F2-194,2026-07-21,WIL,ARK,07:15,08:35,1
ef093fe2-fd5b-a2a7-a234-e18c25804220,CG2ETQ,F2-142,2026-04-20,WIL,UKA,10:15,11:05,1
a178b324-aa97-80df-aba6-292f36be8fc5,596KER,F2-196,2026-05-12,ARK,WIL,09:30,10:50,1
7684e3e0-2fc8-229a-65c6-2bf9b1d98b24,DKA6QL,F2-182,2026-06-11,WIL,ZNZ,07:30,09:20,1
b7f8af56-970e-7894-0d36-410b56508b8d,UKH9N3,F2-180,2026-04-18,KIS,WIL,09:15,10:10,1
1a715e4a-6ffc-b9b0-5200-719eb78d0c4f,J5SLKG,F2-178,2026-09-07,WIL,KIS,07:30,08:25,1
6ecaec8d-8992-95d2-933a-cfb4f6d7d44c,KGPJN8,F2-126,2026-08-23,MNA,WIL,09:30,10:20,1
8a6c7e56-3f59-047b-8419-7ece67f2be4f,YKXREP,F2-126,2026-05-25,MNA,WIL,09:30,10:20,1
f79c5424-eb65-bc09-8da1-27d04339f841,JXQ4YJ,F2-190,2026-05-19,WIL,JRO,07:45,09:00,1
c4bb71f5-bce5-8193-0cfa-c34f06d7d17f,QM3MBA,F2-158,2026-08-27,KIU,WIL,09:45,10:30,1
b34e5995-d3e9-a900-d873-96840dccbd9b,N6S4FQ,F2-114,2026-07-06,WIL,MRE,07:30,08:25,1
c077a1cc-179c-0564-e778-3cab20d5ca23,YLRRQW,F2-104,2026-06-02,WIL,OLX,10:15,11:00,1
3fed2c1b-b4fd-d740-28cf-278ac4f2866e,HB74M9,F2-124,2026-08-25,WIL,MNA,07:30,08:20,1
479be16c-8429-cd84-4f18-5d0b55e17dcb,73WC3A,F2-142,2026-06-10,WIL,UKA,10:15,11:05,1
3ab0b4a2-79d7-b0bb-4bf4-8a2fc23c9ca6,UBWFSF,F2-152,2026-04-24,WIL,NVA,07:30,07:55,1
ea7237ed-09e3-9820-ece4-d148433ab8d3,HUNTC8,F2-136,2026-09-02,WIL,UAS,07:00,08:00,1
1c042faf-4e0a-940f-4ae8-073157bab6b4,XZF5B9,F2-162,2026-08-21,WIL,UKA,10:15,11:05,1
65fcbcae-a651-445a-85d9-57cffb9475fd,LS5HAX,F2-162,2026-07-29,WIL,UKA,10:15,11:05,1
7f4e723d-c6e6-3d24-7278-3315788dfe54,5CRQSQ,F2-122,2026-08-22,KTJ,WIL,09:00,09:50,1
7fecbc1c-2ed6-fdcb-1691-7e0e672f3418,6MNDSP,F2-142,2026-05-13,WIL,UKA,10:15,11:05,1
aef4caca-f62a-b11e-ffda-920be2a60ff8,4FZCKT,F2-146,2026-05-15,LSB,WIL,09:00,09:55,1
ac41a39e-ae4e-401b-6309-69ec54cf5560,ZF9R3G,F2-142,2026-08-02,WIL,UKA,10:15,11:05,1
da565c92-aded-341d-3cf3-0b8fa4fec064,GVJVPJ,F2-140,2026-07-07,WIL,LKU,07:30,08:20,1
30ea406c-a418-b109-c9fa-bf6bfa522f30,5HLCKS,F2-174,2026-07-23,WIL,LAU,07:15,08:35,1
1ba594e2-90e7-1787-9321-936ebf248fa8,3VXVYY,F2-108,2026-07-22,WIL,KEU,07:45,08:35,1
cac4a184-292e-f665-46ea-abd6be83d818,TMEBQ4,F2-192,2026-05-12,JRO,WIL,09:30,10:45,1
d28f90bf-e876-1ba0-e100-e35041d8f822,3HD5WU,F2-118,2026-06-01,MRE,WIL,09:45,10:40,1
c7042cb3-63b4-89b3-510d-712184f184a3,6BHQQH,F2-174,2026-07-05,WIL,LAU,07:15,08:35,1
e95b22dc-2e39-9162-a40d-4ba059636d31,8MBXEH,F2-130,2026-08-29,OSE,WIL,09:00,09:48,1
6d9d7d1b-0d99-5f70-fc39-c4e5aec3fd86,2C7QY8,F2-170,2026-08-05,WIL,MYD,07:45,08:50,1
d81fb5e6-2510-5d4f-3b40-ac4204ed4059,NDKUKS,F2-190,2026-06-30,WIL,JRO,07:45,09:00,1
4969c279-c6d7-3754-09fe-07c86538251c,EPYPG9,F2-158,2026-04-13,KIU,WIL,09:45,10:30,1
7a29a867-3751-d5f9-f068-254087be22c2,PEJXSD,F2-194,2026-06-29,WIL,ARK,07:15,08:35,1
b6db4453-f831-bc48-bfd4-e9a9ddd6d9d2,66MJRR,F2-140,2026-06-16,WIL,LKU,07:30,08:20,1
7fa66f6c-8cfa-f61f-44a5-b7cac90b5ab4,6LWDW9,F2-118,2026-07-17,MRE,WIL,09:45,10:40,1
2d5940c1-ab31-11cf-6832-20948bf8bd69,XUC4KZ,F2-122,2026-07-30,KTJ,WIL,09:00,09:50,1
38862d82-738e-49d2-511e-0e09536f0475,N99MWT,F2-172,2026-07-24,MYD,WIL,09:15,10:20,1
b608716f-a0f4-5234-1a44-d0a6e9156b78,U7PQ65,F2-110,2026-06-18,WIL,KEU,10:15,11:05,1
e153adba-2c35-c0a2-2ba1-9b6c7c4060b7,UT7MGC,F2-172,2026-06-03,MYD,WIL,09:15,10:20,1
caef444e-cda1-7279-1ceb-340a87e4963f,N3EK5R,F2-106,2026-06-21,OLX,WIL,09:30,10:15,1
2bc2a922-492d-59ca-8266-83c6684f793e,ZL7SFF,F2-158,2026-04-17,KIU,WIL,09:45,10:30,1
