conversation_id,tenant_id,started_at,primary_intent,hours_bucket
0828ab3e-449e-ab98-7af3-f3fd20f75ec8,safarilink,2026-08-02T06:36:00,booking_lookup,outside_hours
aac6f6cb-a2cf-6d9c-b3e5-2ec66ef6e1a8,safarilink,2026-07-18T11:27:00,booking_lookup,in_hours
e6bb0d12-8b0c-6bd3-729b-c68573b3b64d,safarilink,2026-07-20T09:06:00,check_in,in_hours
f0bef88d-acd6-6737-891d-9cf86d4726a9,safarilink,2026-07-30T20:53:00,schedules,outside_hours
c6b9e455-16fb-30b2-4948-8e4b24a37bb2,safarilink,2026-07-17T02:48:00,schedules,outside_hours
3acb8ebe-34f4-720e-8970-8bd943e363d4,safarilink,2026-07-16T17:53:00,changes,in_hours
b732a6b7-74e3-8fc5-551c-03e2661e7792,safarilink,2026-07-14T19:23:00,baggage,outside_hours
50fe2853-f5fc-9de8-0146-16e6282a742f,safarilink,2026-07-24T10:31:00,changes,in_hours
1c7990da-1596-67ec-ec42-6e82c8fdc8a6,safarilink,2026-08-06T15:59:00,booking_lookup,in_hours
1961c155-5d2c-bbaf-e00f-4d5ed093f577,safarilink,2026-07-30T11:01:00,baggage,in_hours
994ed0e1-40c1-89e1-0985-4819a9eb000f,safarilink,2026-07-17T13:28:00,baggage,in_hours
3a378d8c-5c09-996f-48a9-0e31f78c360b,safarilink,2026-07-15T02:37:00,check_in,outside_hours
d183cc7e-4bf2-d63d-f43d-4fdd776092e2,safarilink,2026-07-28T17:10:00,booking_lookup,in_hours
d7055b8c-cefd-187a-ae1f-5f9361b74679,safarilink,2026-07-23T00:42:00,changes,outside_hours
bbc790d3-3b95-b882-4686-c496e4712b03,safarilink,2026-07-23T15:36:00,baggage,in_hours
7b694fc5-5cbe-7659-19a1-5abd3fa56dfd,safarilink,2026-07-27T15:59:00,booking_lookup,in_hours
3f1e497d-9218-7de0-4d0c-9761e3e75646,safarilink,2026-08-05T17:17:00,baggage,in_hours
000356fa-6aac-1b8b-5d4b-f979ec580508,safarilink,2026-07-13T17:29:00,schedules,in_hours
55731c8a-a268-b5db-e8c7-4e53cf87a436,safarilink,2026-07-12T13:02:00,check_in,in_hours
c5d1b0ae-95f8-4cbb-9be7-463b8af0930e,safarilink,2026-08-04T17:03:00,booking_lookup,in_hours
ba0827f4-2402-1ae7-4c61-506bb30b0562,safarilink,2026-07-25T08:38:00,charters,in_hours
a6c687ff-754c-d0f3-ff0c-f241d594545a,safarilink,2026-07-30T14:34:00,check_in,in_hours
bca39421-7fc9-d94c-2786-b7767705e0a6,safarilink,2026-07-18T06:30:00,schedules,outside_hours
32d73484-ec90-dce4-08b5-b2921ecb335c,safarilink,2026-07-14T19:29:00,changes,outside_hours
0646ca2d-7ab7-8319-f8b4-ae133f4978b1,safarilink,2026-08-08T11:03:00,charters,in_hours
aaa025f5-2430-ffde-a475-1b9dba6a86e8,safarilink,2026-07-28T17:16:00,baggage,in_hours
57fa8baf-1dac-715b-cc67-638d2b347b99,safarilink,2026-07-19T19:08:00,baggage,outside_hours
dd2925e6-10ae-a0c6-be36-df86dcabb836,safarilink,2026-08-10T10:58:00,schedules,in_hours
be47e494-9b9f-956d-6cdc-e5b8c6ee7089,safarilink,2026-07-13T17:49:00,check_in,in_hours
dcd56352-c5f2-35ca-7300-18257737d0a5,safarilink,2026-07-16T04:09:00,charters,outside_hours
62427128-b493-2511-5908-b530f8e888bf,safarilink,2026-08-04T04:09:00,schedules,outside_hours
9e4b1103-f166-86f9-b571-b5f76f252765,safarilink,2026-08-06T22:29:00,schedules,outside_hours
20b2b286-94bf-2efd-3dd9-00db427a27b4,safarilink,2026-07-21T17:56:00,schedules,in_hours
8df3402d-fa80-204d-8635-98b257e1a82b,safarilink,2026-07-25T16:08:00,schedules,in_hours
8c1f569e-fec5-d6f9-a23c-ccb74865df2a,safarilink,2026-07-19T06:25:00,schedules,outside_hours
bb5ab96a-e3f8-f00f-b7b2-923459a7a682,safarilink,2026-08-07T15:12:00,baggage,in_hours
bf42c68b-227a-4246-49b0-a60573a8a8f6,safarilink,2026-07-12T16:24:00,check_in,in_hours
986586c1-136b-f284-c08d-74081f01a2aa,safarilink,2026-08-02T14:52:00,baggage,in_hours
1e5aec93-e71b-c208-8de9-b6221e8656a6,safarilink,2026-08-06T16:56:00,baggage,in_hours
056303ad-58f9-8da2-40c3-f2b6a8e6a1f9,safarilink,2026-07-25T07:58:00,schedules,outside_hours
7909127a-8674-5f01-be2e-e9386b25cdf2,safarilink,2026-08-07T21:53:00,check_in,outside_hours
9734a7e3-b13c-7b93-4c54-4c848b0f975d,safarilink,2026-07-25T02:32:00,baggage,outside_hours
4dda4113-c79f-9574-61c7-9f0ff1d08909,safarilink,2026-07-22T19:48:00,booking_lookup,outside_hours
ad6ad960-08ff-7f91-76c4-a847e455ec04,safarilink,2026-08-02T09:41:00,schedules,in_hours
5d6a4a1d-fba7-28b9-f832-9dba5097cb6a,safarilink,2026-08-04T00:13:00,baggage,outside_hours
e0c1ad4e-a5ed-48a9-5561-66d51d4ef7c8,safarilink,2026-08-01T08:21:00,check_in,in_hours
cd0a636d-f6af-055c-5f5a-10c5cb3ee398,safarilink,2026-07-14T17:21:00,baggage,in_hours
1d3d681c-994d-ebea-b34f-1a8a8a961103,safarilink,2026-07-16T06:26:00,baggage,outside_hours
0cff91e0-e025-70cc-6494-7e65cc10f232,safarilink,2026-07-16T16:44:00,booking_lookup,in_hours
dd69c40a-de26-6cac-8f78-8576addb61ef,safarilink,2026-08-05T07:42:00,frequent_flyer,outside_hours
5d9d0173-6704-416c-c31c-856afc6d0214,safarilink,2026-07-29T09:33:00,charters,in_hours
52c8d741-7524-53c7-7125-1eb790f23d05,safarilink,2026-07-16T20:28:00,booking_lookup,outside_hours
0949b25b-d456-5f9b-d20f-0d847d8cb345,safarilink,2026-08-03T17:36:00,check_in,in_hours
1995a5fd-967e-be4a-5394-333c723ebdf7,safarilink,2026-07-12T02:00:00,check_in,outside_hours
954441cc-bb41-0ccf-59c5-ef6cf808ce13,safarilink,2026-07-23T08:27:00,baggage,in_hours
6a4b8b07-65bf-04c0-35a4-335e9e04fe5d,safarilink,2026-07-26T15:24:00,booking_lookup,in_hours
4ceee06f-e08f-e60b-2d8a-ef241fffd357,safarilink,2026-08-04T11:34:00,schedules,in_hours
8648cb31-f67e-f904-7a59-b9579f68e0fa,safarilink,2026-08-06T17:51:00,changes,in_hours
5517e208-b6da-834c-0c72-8e4523c0de28,safarilink,2026-07-23T10:33:00,baggage,in_hours
70f2ee18-82ad-adec-c769-6edf0c92be1e,safarilink,2026-08-06T13:55:00,booking_lookup,in_hours
f4e696c8-d9b9-28fe-05bf-a039d788110a,safarilink,2026-07-23T16:08:00,charters,in_hours
f9137b05-586a-7d45-b609-c29913ef2e1d,safarilink,2026-07-15T03:26:00,booking_lookup,outside_hours
a11e848f-8836-ec3c-06ff-ed3216eb480e,safarilink,2026-08-05T14:48:00,booking_lookup,in_hours
ebf4599b-ce46-0005-3ccd-1689649581d2,safarilink,2026-07-24T08:38:00,charters,in_hours
26005a2a-69c5-4591-2fca-bef436b3ac6e,safarilink,2026-07-23T14:06:00,frequent_flyer,in_hours
90a71489-ddf0-4cf1-7996-33172ceb2402,safarilink,2026-08-02T16:05:00,other,in_hours
c4294ac5-4669-307f-21fb-80927b43e37f,safarilink,2026-07-26T08:02:00,booking_lookup,in_hours
3c615e73-3690-45e3-b9d6-6676393d7871,safarilink,2026-07-20T11:29:00,check_in,in_hours
023735d1-4d61-cc01-0d6f-520c0a04e251,safarilink,2026-07-14T12:55:00,booking_lookup,in_hours
1f5ff5c6-08a7-81ad-a894-36e5da81886c,safarilink,2026-07-13T02:23:00,schedules,outside_hours
8ec53e76-ae8e-d252-6cde-0dc8ec0b54d2,safarilink,2026-08-02T17:22:00,booking_lookup,in_hours
98568f7c-efbf-fa03-af67-996dd08dc160,safarilink,2026-08-02T16:33:00,charters,in_hours
83705193-dd16-e853-d9b1-54ab26b71933,safarilink,2026-08-10T12:05:00,schedules,in_hours
efbc509a-bc0a-6415-f839-327497d6c497,safarilink,2026-07-20T02:48:00,charters,outside_hours
51bdbd6c-2796-004f-1b47-5deac6f0e924,safarilink,2026-07-20T06:44:00,check_in,outside_hours
0739aab4-caad-bd3a-7e09-22e397a70859,safarilink,2026-08-07T14:12:00,booking_lookup,in_hours
96c0385e-9a10-6f98-90ac-b59e8665ec14,safarilink,2026-07-25T15:16:00,charters,in_hours
c40680ff-2005-2cae-51ac-c63b06ebf099,safarilink,2026-07-14T11:01:00,schedules,in_hours
deea7ff5-272c-6f56-12d2-51095b6feb79,safarilink,2026-07-16T15:27:00,baggage,in_hours
8b91e2f6-259f-017e-4870-1356b7f1b048,safarilink,2026-07-23T12:29:00,schedules,in_hours
60554609-a56b-b413-27c4-ed7a845ba0c8,safarilink,2026-07-26T17:14:00,schedules,in_hours
da3275a9-e222-7120-2ca4-8d2c3028975f,safarilink,2026-07-26T13:23:00,check_in,in_hours
58915f93-ff9e-8c1a-2709-0065cda7980c,safarilink,2026-08-04T13:40:00,baggage,in_hours
43f03e38-eefb-434d-b220-072bd921cfbd,safarilink,2026-08-06T00:04:00,charters,outside_hours
c54ec72f-5c48-dec4-1b59-097908280e56,safarilink,2026-07-24T11:41:00,booking_lookup,in_hours
3ec6a28a-7ce5-ed5b-5b04-204bb27224ce,safarilink,2026-08-03T19:28:00,check_in,outside_hours
dcec727d-e0cd-3387-b9e0-d2c9e03401a5,safarilink,2026-07-16T08:29:00,baggage,in_hours
f4af3f53-a3a8-ee28-0434-7ad95b61a70f,safarilink,2026-07-20T03:15:00,check_in,outside_hours
f6134630-0c82-1394-7d13-f8e0ede7c57c,safarilink,2026-08-10T20:05:00,baggage,outside_hours
7d7533c7-42af-0a1c-0f16-0691ae9f99df,safarilink,2026-08-10T15:24:00,schedules,in_hours
4f403fe0-1b07-3a12-d7d6-75a8d7e18c4c,safarilink,2026-08-07T13:47:00,baggage,in_hours
fd30bdf5-0e56-76f4-3615-9b44f6257312,safarilink,2026-07-19T04:55:00,baggage,outside_hours
8ba18cca-53b9-474c-99d2-0f7b2462f37c,safarilink,2026-07-20T17:17:00,schedules,in_hours
48c18807-2217-ffc6-ec2f-93b96d921e60,safarilink,2026-07-12T07:29:00,schedules,outside_hours
4071dff2-9110-6aec-b7b4-352f7df6e259,safarilink,2026-07-30T17:22:00,schedules,in_hours
91d23240-a595-3e8d-d72b-7003c6508f69,safarilink,2026-07-23T03:04:00,charters,outside_hours
32b300b7-e803-21e4-3f75-0d906d67690c,safarilink,2026-07-19T18:58:00,schedules,outside_hours
91eba312-69e0-fd20-7c55-1b44f29c0f3c,safarilink,2026-08-01T21:07:00,schedules,outside_hours
4d622d9b-960f-eeff-4db8-7a124ec663fe,safarilink,2026-07-13T12:11:00,schedules,in_hours
510d7a50-3d32-fba0-5e76-13e110354f4f,safarilink,2026-07-26T17:49:00,baggage,in_hours
defeed36-90a2-3943-54fc-9265011cb985,safarilink,2026-07-21T08:52:00,baggage,in_hours
2a2af528-90a7-b207-f36a-f80bcb1d2a6b,safarilink,2026-07-23T14:05:00,booking_lookup,in_hours
f21bdb74-f45e-c14c-0a1f-958b95b786d5,safarilink,2026-07-24T13:14:00,booking_lookup,in_hours
20631e8b-e936-6282-cd97-f53b56b778d1,safarilink,2026-08-07T13:42:00,booking_lookup,in_hours
036f0f63-efa3-20cd-21f0-bd10cca0d183,safarilink,2026-08-06T16:42:00,baggage,in_hours
aab9645c-207c-5251-bfd2-03a8f3088ab0,safarilink,2026-07-21T21:31:00,schedules,outside_hours
ae743922-406a-6a90-f45f-d0228a2f64ff,safarilink,2026-08-04T23:37:00,baggage,outside_hours
70e0dc0d-5b2e-4ffc-b9c1-53b11756a2a8,safarilink,2026-08-01T23:40:00,check_in,outside_hours
b5497d73-4ef8-c82d-c1b5-a8570e960bdf,safarilink,2026-07-17T09:15:00,changes,in_hours
f1b8941b-5409-29fd-bfb5-808de54aa582,safarilink,2026-07-13T17:07:00,baggage,in_hours
ea9b33d8-1a37-f088-805b-3f96e4ba7775,safarilink,2026-07-20T11:07:00,destinations,in_hours
e4b3bf52-1640-9411-e12e-fbd05a89ae5d,safarilink,2026-07-21T03:21:00,booking_lookup,outside_hours
3f812326-9406-454b-44d4-75443112b66c,safarilink,2026-07-14T04:25:00,check_in,outside_hours
814ded41-e36d-ad7c-4d01-d4f5ffc0fbe3,safarilink,2026-08-10T16:03:00,changes,in_hours
0d4ae894-83e4-9777-ebef-6ec61bb56ebb,safarilink,2026-07-23T15:27:00,baggage,in_hours
1e37dbb4-86d5-d50d-1a40-fdcdc89c54b6,safarilink,2026-07-28T11:13:00,baggage,in_hours
489a94f9-5b28-58e3-46fe-dc591be44ba4,safarilink,2026-08-02T18:07:00,baggage,outside_hours
76270c40-fb59-924b-45ae-5a5f6f82f948,safarilink,2026-08-06T13:31:00,booking_lookup,in_hours
f24ce574-e225-7073-bee2-cb3955319c97,safarilink,2026-07-28T00:42:00,baggage,outside_hours
8617faf8-643e-6189-c8a6-1819795915d0,safarilink,2026-07-28T02:01:00,changes,outside_hours
38de1242-e00f-6212-eeb9-fd9dbb49a3cb,safarilink,2026-07-26T16:59:00,other,in_hours
d28011fc-de2a-65b8-4b00-b29f056325c4,safarilink,2026-07-15T13:47:00,changes,in_hours
d450f6e1-552c-092c-e46d-81db5a8783ff,safarilink,2026-08-03T15:30:00,schedules,in_hours
f9df8417-0c5d-6b87-b142-c578acddc885,safarilink,2026-08-03T09:07:00,baggage,in_hours
d5513a8f-534d-e097-55b7-0ebe30dd2d97,safarilink,2026-07-15T09:48:00,booking_lookup,in_hours
f62a8e0a-dca5-c4dc-ade9-22c4c61e48ee,safarilink,2026-07-21T06:43:00,check_in,outside_hours
5789867f-3ded-040e-1ca2-baae4e613d9e,safarilink,2026-07-26T15:46:00,check_in,in_hours
17193f6e-4c51-6c1a-84d3-31998b14c3ee,safarilink,2026-07-26T07:42:00,charters,outside_hours
fbba228b-ad84-4d81-1bb3-d95feea74717,safarilink,2026-07-18T18:53:00,baggage,outside_hours
0d27c7bb-fb7e-6397-e2e3-70f3c9ba4fae,safarilink,2026-07-15T15:32:00,booking_lookup,in_hours
0a53f586-9eca-a3cc-59cb-caf4cd27b9b7,safarilink,2026-07-31T01:50:00,schedules,outside_hours
5b916f36-346a-303b-e9bd-ed014a659ee0,safarilink,2026-07-12T01:32:00,baggage,outside_hours
7459e4cf-7b11-d729-f39f-d2546371ab6b,safarilink,2026-08-08T22:01:00,other,outside_hours
c1d1bcd3-fdc6-2be7-ec69-e1995fc60567,safarilink,2026-07-28T08:39:00,baggage,in_hours
1099006b-404d-3fe9-9bc0-074273b23b9a,safarilink,2026-07-21T16:00:00,booking_lookup,in_hours
006af70d-ef8d-86de-280b-3bf3e1bcf176,safarilink,2026-07-15T08:19:00,baggage,in_hours
8f1cc46c-f8e1-e7d7-de0e-8f7d6a3b4dbf,safarilink,2026-08-01T16:36:00,booking_lookup,in_hours
6f57f370-9fc9-9785-d3be-2d5865945a08,safarilink,2026-07-29T23:51:00,frequent_flyer,outside_hours
3ebf9f1d-6deb-15cb-cda1-ba212cc75ace,safarilink,2026-07-26T12:58:00,destinations,in_hours
89273957-5847-737c-de5b-fd802dba6ff1,safarilink,2026-08-01T12:33:00,booking_lookup,in_hours
c7925a86-1993-2a7a-18d3-433632e9891a,safarilink,2026-08-03T16:03:00,schedules,in_hours
61b3904e-663c-9e0d-cdf9-484a505b387c,safarilink,2026-07-21T08:36:00,booking_lookup,in_hours
13691871-19ce-6863-660b-704cf21e20c5,safarilink,2026-07-30T07:01:00,schedules,outside_hours
2702726c-ed4b-0ccb-19bb-c9a0c04d57e7,safarilink,2026-08-03T07:19:00,booking_lookup,outside_hours
7af2421b-c9d4-bf3d-62dd-3f0773b8f9de,safarilink,2026-08-10T14:15:00,booking_lookup,in_hours
c13c53ed-493d-2145-ffad-70ef989aa6fc,safarilink,2026-08-09T08:37:00,changes,in_hours
872e957f-9648-78a4-f21a-d99dd6b5d0eb,safarilink,2026-07-16T08:18:00,schedules,in_hours
21e34c1f-0394-b4f5-d558-e7ddab2676c3,safarilink,2026-08-08T08:58:00,booking_lookup,in_hours
c9bd9941-74df-e2af-7233-ce34c42afae7,safarilink,2026-07-22T02:26:00,check_in,outside_hours
6ee7546c-5c03-21fc-53b8-05dd4c457e22,safarilink,2026-08-02T02:45:00,other,outside_hours
e434188c-1b65-4dc0-70dc-f0414130df46,safarilink,2026-08-06T14:17:00,charters,in_hours
e6cbe940-7532-0704-aa96-64e7b97add38,safarilink,2026-07-15T17:00:00,baggage,in_hours
694696e9-3a89-284b-6a4f-ccf61ecbdeca,safarilink,2026-08-04T16:59:00,changes,in_hours
a1b3743d-e35d-1414-e1a4-c526fabcbf27,safarilink,2026-07-27T15:55:00,booking_lookup,in_hours
82359269-06c8-0fc8-d0c5-77bb6359510a,safarilink,2026-08-09T12:55:00,baggage,in_hours
ac45cea6-648c-fdad-43aa-948b61180bbb,safarilink,2026-08-01T08:50:00,baggage,in_hours
ab81499c-2136-335a-392e-34c76dbf2ce9,safarilink,2026-08-04T12:37:00,baggage,in_hours
ce01b2f6-3e8c-5826-bede-48b6d4580d9e,safarilink,2026-07-15T13:36:00,schedules,in_hours
303b6c00-377c-c011-91df-dd2de8ee395c,safarilink,2026-08-10T16:09:00,charters,in_hours
b7171169-12f9-c242-7847-56ea9404293a,safarilink,2026-08-07T01:16:00,booking_lookup,outside_hours
54714d3c-74a9-c2b4-8f81-329577e98b1a,safarilink,2026-08-06T11:20:00,baggage,in_hours
9683c396-36d7-b8b7-be2f-b113ea0776d9,safarilink,2026-07-12T14:42:00,schedules,in_hours
efdb6f7b-9c85-7741-48ce-2498c21c752a,safarilink,2026-07-19T02:21:00,baggage,outside_hours
d385a6e2-be3b-f0ab-9366-fd5ce24ed9f1,safarilink,2026-07-16T14:39:00,baggage,in_hours
1526a7b2-7f64-cd8e-51e3-84467dea3726,safarilink,2026-08-06T10:38:00,destinations,in_hours
c3fcbeae-740b-1c3e-38ed-a6fe6c6688ab,safarilink,2026-07-24T06:37:00,baggage,outside_hours
d411b244-350d-d341-1b72-a017a7d17ad7,safarilink,2026-08-07T14:03:00,other,in_hours
6555ac36-fa29-ffd4-a13b-10061f1fb858,safarilink,2026-07-20T23:00:00,baggage,outside_hours
f3e7c861-7f6d-d8a0-14ad-317a1aab2fd8,safarilink,2026-07-29T15:02:00,booking_lookup,in_hours
6abdc49a-8d72-eaf9-b363-aeef40791b14,safarilink,2026-08-07T22:30:00,destinations,outside_hours
d82f9cec-971b-6a88-e5c9-705012778606,safarilink,2026-07-28T19:27:00,baggage,outside_hours
cd7514a6-db6f-3419-9935-d0e5bfb2ae5d,safarilink,2026-08-01T16:40:00,baggage,in_hours
75b5ba7b-3d53-9cd2-061b-26080775d54c,safarilink,2026-08-09T17:58:00,schedules,in_hours
7a9c4b79-9825-504f-0306-d56d39afb650,safarilink,2026-08-02T11:03:00,booking_lookup,in_hours
f357daad-777b-7b4b-69f8-961ad2b5b9f3,safarilink,2026-07-26T17:43:00,baggage,in_hours
f88449fc-7802-aca3-43aa-2bbc51a858d0,safarilink,2026-07-13T10:46:00,destinations,in_hours
6f01e5cd-b402-e2d5-eec0-4f69ec4adda5,safarilink,2026-07-28T05:33:00,booking_lookup,outside_hours
cc679d1c-488c-7b67-0f74-4db3204e762a,safarilink,2026-07-28T03:34:00,baggage,outside_hours
0707b421-3ca7-0373-0480-c0a98cefd6b4,safarilink,2026-07-18T09:32:00,schedules,in_hours
e39b16dd-2e6b-df32-312b-6898047319b4,safarilink,2026-08-01T11:11:00,schedules,in_hours
915567b5-ad99-8e42-18a1-73435f99f832,safarilink,2026-07-18T07:26:00,baggage,outside_hours
b0b83a71-7cbd-b4ae-39cd-e3a94da709e7,safarilink,2026-07-24T14:56:00,other,in_hours
87765330-a08c-f2ca-a014-710d110fff36,safarilink,2026-08-05T18:47:00,baggage,outside_hours
944145bd-6dcf-e9ae-2d87-f6a506ce6dc6,safarilink,2026-07-20T14:38:00,check_in,in_hours
9af66169-528c-c4df-3e0d-da362163713b,safarilink,2026-07-12T19:23:00,booking_lookup,outside_hours
f6eab0c2-5748-0542-8f1f-34a144c83d4e,safarilink,2026-07-25T06:07:00,baggage,outside_hours
a52bb195-5dee-1d16-7526-a3142702d66b,safarilink,2026-07-27T07:49:00,baggage,outside_hours
48552e04-8336-4e1d-ef83-ef63c9719b65,safarilink,2026-08-07T23:42:00,schedules,outside_hours
76137cdc-0d06-3ff7-6418-6143e291d8df,safarilink,2026-07-24T00:31:00,baggage,outside_hours
4a1c1bee-a87b-d155-75b6-1c8e89d351e3,safarilink,2026-08-05T04:42:00,schedules,outside_hours
36676742-b3d1-4cd5-bce6-aae1f88a4468,safarilink,2026-08-03T10:43:00,baggage,in_hours
7a0e35e6-6b8f-48d8-1dce-6f085d6c8abc,safarilink,2026-07-19T14:16:00,check_in,in_hours
886c29e0-757c-d456-0415-fe30a63c66b8,safarilink,2026-07-21T05:23:00,baggage,outside_hours
c14fb9ac-b5bd-738a-fa5c-2b31940b5453,safarilink,2026-07-19T16:11:00,booking_lookup,in_hours
dd55d323-8e43-c36a-62aa-561fd284b827,safarilink,2026-08-08T10:44:00,charters,in_hours
8619bf4b-ae80-094b-fa04-2de4505d7152,safarilink,2026-07-25T05:50:00,schedules,outside_hours
02cc0035-0383-dd42-cc7c-6ba50991e332,safarilink,2026-07-31T03:16:00,check_in,outside_hours
698b8985-4f05-4dcf-e2c0-e3abcced248b,safarilink,2026-07-16T19:44:00,changes,outside_hours
a90f82f3-6eff-0558-0a59-dd85852c83c4,safarilink,2026-08-03T15:25:00,changes,in_hours
81c09728-9215-d5e1-dce0-fe94ebf1ee89,safarilink,2026-07-28T20:54:00,baggage,outside_hours
c301d2cc-6bfe-3732-f79b-c5b3ce4fc1ff,safarilink,2026-07-29T08:18:00,destinations,in_hours
63c1beb3-b15a-0b23-0180-b68b2698f33c,safarilink,2026-08-01T18:41:00,booking_lookup,outside_hours
bec9ddcd-746e-269f-681b-2b1be91f2a5d,safarilink,2026-07-29T01:23:00,baggage,outside_hours
756da14f-c87c-ddaf-6e03-78189980973f,safarilink,2026-08-02T16:09:00,schedules,in_hours
b02e15da-f0f7-2a53-fbd8-c6817508ba76,safarilink,2026-07-26T01:25:00,schedules,outside_hours
8b095d70-e540-8432-a0e1-3a76ec150e4a,safarilink,2026-08-09T04:30:00,baggage,outside_hours
3e2c8ef1-4809-ca9b-b1f9-136f6c618284,safarilink,2026-07-20T07:26:00,booking_lookup,outside_hours
7cc1399d-70be-3b13-add0-cefd32c9d2bc,safarilink,2026-07-22T05:42:00,schedules,outside_hours
1f569d61-e58a-40a3-bbaa-90139528e39d,safarilink,2026-08-09T22:57:00,baggage,outside_hours
58172a8a-c55c-d95c-22f6-59b137fc4af1,safarilink,2026-07-28T04:57:00,schedules,outside_hours
e22b2082-fdca-5e3a-aad8-d60e2175ec2e,safarilink,2026-07-19T22:40:00,charters,outside_hours
48e2a9f8-61df-7919-0043-53ba48d4f22a,safarilink,2026-07-31T11:30:00,frequent_flyer,in_hours
8a54a01d-8619-a743-6682-04f3af5c7422,safarilink,2026-07-18T10:23:00,check_in,in_hours
fe924bba-d198-7b43-e961-bf02912d536a,safarilink,2026-07-31T08:27:00,schedules,in_hours
c37e6559-cec4-1f2d-ab8d-72f68937df8d,safarilink,2026-07-30T05:12:00,check_in,outside_hours
5f5e76f7-58e0-c6f8-4104-342384b03915,safarilink,2026-08-06T20:32:00,check_in,outside_hours
b1e2c29a-84b5-3abe-18a6-9b3f63da517f,safarilink,2026-08-09T23:54:00,booking_lookup,outside_hours
1cc9c3c6-ccbd-552b-61e9-b162fb2fe708,safarilink,2026-07-27T12:47:00,check_in,in_hours
08145f4b-da62-a7c8-04aa-4edcdb9761a3,safarilink,2026-07-31T16:30:00,baggage,in_hours
e7fed85a-e65e-1e5a-1077-290e9216aeec,safarilink,2026-07-19T17:54:00,baggage,in_hours
4b220abd-cc46-4c5b-5488-2dde296f6171,safarilink,2026-07-14T03:10:00,baggage,outside_hours
7fecbb52-ec4d-042a-932d-baa368ab5c72,safarilink,2026-08-07T16:36:00,schedules,in_hours
92459495-eb74-8b78-723b-2369c99730ca,safarilink,2026-07-28T10:21:00,schedules,in_hours
0c7c63df-1551-49ba-8da6-6d39e8a914d1,safarilink,2026-07-26T06:35:00,schedules,outside_hours
32aa1d0d-501a-fada-4862-d3460c11ee57,safarilink,2026-07-31T11:26:00,check_in,in_hours
14cf5087-5000-1f56-ce23-7a82e4fa7a1a,safarilink,2026-07-25T16:00:00,check_in,in_hours
3d07e4ab-c506-877e-23a8-3acbebffc896,safarilink,2026-07-21T22:18:00,destinations,outside_hours
