account_id,sku,tenant_id,contract_price,discount_pct_VERIFY,valid_from,valid_to
1315321f-4004-8a33-cbaa-9bc193174212,OFF-1249,sai-ke,7702.26,5.23,2026-02-12,2027-02-07
1315321f-4004-8a33-cbaa-9bc193174212,EPS-1058,sai-ke,1895.0,9.61,2026-02-12,2027-02-07
1315321f-4004-8a33-cbaa-9bc193174212,OFF-1169,sai-ke,8291.63,10.44,2026-02-12,2027-02-07
1315321f-4004-8a33-cbaa-9bc193174212,OFF-1242,sai-ke,7137.43,10.5,2026-02-12,2027-02-07
1315321f-4004-8a33-cbaa-9bc193174212,OFF-1258,sai-ke,10299.19,9.53,2026-02-12,2027-02-07
1315321f-4004-8a33-cbaa-9bc193174212,MAP-1188,sai-ke,9702.84,9.58,2026-02-12,2027-02-07
1315321f-4004-8a33-cbaa-9bc193174212,ORT-1113,sai-ke,7544.47,7.39,2026-02-12,2027-02-07
1315321f-4004-8a33-cbaa-9bc193174212,BRO-1052,sai-ke,9102.24,5.05,2026-02-12,2027-02-07
1315321f-4004-8a33-cbaa-9bc193174212,MAP-1118,sai-ke,4773.08,8.78,2026-02-12,2027-02-07
1315321f-4004-8a33-cbaa-9bc193174212,UHU-1190,sai-ke,3086.15,5.13,2026-02-12,2027-02-07
fb46e631-53ee-c623-c4d2-c4d0ffb7b162,VED-1166,sai-ke,6834.01,9.53,2026-02-12,2027-02-07
fb46e631-53ee-c623-c4d2-c4d0ffb7b162,LEN-1065,sai-ke,10194.85,9.75,2026-02-12,2027-02-07
fb46e631-53ee-c623-c4d2-c4d0ffb7b162,EAT-1277,sai-ke,5996.25,6.74,2026-02-12,2027-02-07
fb46e631-53ee-c623-c4d2-c4d0ffb7b162,OFF-1135,sai-ke,577.58,7.94,2026-02-12,2027-02-07
fb46e631-53ee-c623-c4d2-c4d0ffb7b162,PRI-1112,sai-ke,6067.15,7.27,2026-02-12,2027-02-07
fb46e631-53ee-c623-c4d2-c4d0ffb7b162,CAN-1037,sai-ke,9011.31,10.46,2026-02-12,2027-02-07
fb46e631-53ee-c623-c4d2-c4d0ffb7b162,SKO-1228,sai-ke,967.91,10.21,2026-02-12,2027-02-07
fb46e631-53ee-c623-c4d2-c4d0ffb7b162,LEN-1005,sai-ke,6286.21,9.22,2026-02-12,2027-02-07
fb46e631-53ee-c623-c4d2-c4d0ffb7b162,UHU-1153,sai-ke,9071.39,7.54,2026-02-12,2027-02-07
fb46e631-53ee-c623-c4d2-c4d0ffb7b162,HP-1092,sai-ke,5966.2,6.14,2026-02-12,2027-02-07
fb46e631-53ee-c623-c4d2-c4d0ffb7b162,OFF-1114,sai-ke,2895.13,5.28,2026-02-12,2027-02-07
fb46e631-53ee-c623-c4d2-c4d0ffb7b162,CRA-1216,sai-ke,1128.25,9.52,2026-02-12,2027-02-07
fb46e631-53ee-c623-c4d2-c4d0ffb7b162,D-L-1073,sai-ke,1749.06,10.91,2026-02-12,2027-02-07
fb46e631-53ee-c623-c4d2-c4d0ffb7b162,EPS-1003,sai-ke,5413.12,6.78,2026-02-12,2027-02-07
fb46e631-53ee-c623-c4d2-c4d0ffb7b162,HP-1027,sai-ke,2586.58,5.18,2026-02-12,2027-02-07
fb46e631-53ee-c623-c4d2-c4d0ffb7b162,OFF-1241,sai-ke,9891.26,9.48,2026-02-12,2027-02-07
fb46e631-53ee-c623-c4d2-c4d0ffb7b162,ORT-1210,sai-ke,1608.44,10.99,2026-02-12,2027-02-07
fb46e631-53ee-c623-c4d2-c4d0ffb7b162,HP-1108,sai-ke,8815.06,8.0,2026-02-12,2027-02-07
fb46e631-53ee-c623-c4d2-c4d0ffb7b162,HEL-1126,sai-ke,10537.53,9.73,2026-02-12,2027-02-07
fb46e631-53ee-c623-c4d2-c4d0ffb7b162,PRI-1213,sai-ke,7298.58,9.6,2026-02-12,2027-02-07
fb46e631-53ee-c623-c4d2-c4d0ffb7b162,CAN-1008,sai-ke,904.11,9.57,2026-02-12,2027-02-07
fb46e631-53ee-c623-c4d2-c4d0ffb7b162,DEL-1077,sai-ke,4261.0,7.18,2026-02-12,2027-02-07
fb46e631-53ee-c623-c4d2-c4d0ffb7b162,PRI-1181,sai-ke,646.95,7.8,2026-02-12,2027-02-07
fb46e631-53ee-c623-c4d2-c4d0ffb7b162,DEL-1017,sai-ke,9141.25,8.39,2026-02-12,2027-02-07
fb46e631-53ee-c623-c4d2-c4d0ffb7b162,TRI-1282,sai-ke,4133.42,5.61,2026-02-12,2027-02-07
fb46e631-53ee-c623-c4d2-c4d0ffb7b162,KAN-1158,sai-ke,8581.7,6.46,2026-02-12,2027-02-07
fb46e631-53ee-c623-c4d2-c4d0ffb7b162,BRO-1002,sai-ke,5918.88,6.21,2026-02-12,2027-02-07
f3e21a56-a02d-0377-5fdf-351a439d3c05,FEL-1144,sai-ke,4918.07,20.09,2026-02-12,2027-02-07
f3e21a56-a02d-0377-5fdf-351a439d3c05,HEL-1222,sai-ke,7997.46,22.66,2026-02-12,2027-02-07
f3e21a56-a02d-0377-5fdf-351a439d3c05,SKO-1116,sai-ke,1101.07,18.28,2026-02-12,2027-02-07
f3e21a56-a02d-0377-5fdf-351a439d3c05,REX-1175,sai-ke,8331.65,20.45,2026-02-12,2027-02-07
f3e21a56-a02d-0377-5fdf-351a439d3c05,LEN-1005,sai-ke,5347.24,22.78,2026-02-12,2027-02-07
f3e21a56-a02d-0377-5fdf-351a439d3c05,EPS-1045,sai-ke,8217.39,18.8,2026-02-12,2027-02-07
f3e21a56-a02d-0377-5fdf-351a439d3c05,SCH-1317,sai-ke,3907.11,23.47,2026-02-12,2027-02-07
f3e21a56-a02d-0377-5fdf-351a439d3c05,OFF-1114,sai-ke,2323.39,23.99,2026-02-12,2027-02-07
f3e21a56-a02d-0377-5fdf-351a439d3c05,BLU-1293,sai-ke,6620.85,22.01,2026-02-12,2027-02-07
f3e21a56-a02d-0377-5fdf-351a439d3c05,MAP-1149,sai-ke,2461.49,22.62,2026-02-12,2027-02-07
f3e21a56-a02d-0377-5fdf-351a439d3c05,DEL-1021,sai-ke,3599.58,21.92,2026-02-12,2027-02-07
f3e21a56-a02d-0377-5fdf-351a439d3c05,BRO-1033,sai-ke,1947.3,18.49,2026-02-12,2027-02-07
f3e21a56-a02d-0377-5fdf-351a439d3c05,DEL-1041,sai-ke,8129.13,20.41,2026-02-12,2027-02-07
f3e21a56-a02d-0377-5fdf-351a439d3c05,BLU-1304,sai-ke,1234.78,22.11,2026-02-12,2027-02-07
f3e21a56-a02d-0377-5fdf-351a439d3c05,CAN-1048,sai-ke,8078.14,18.86,2026-02-12,2027-02-07
f3e21a56-a02d-0377-5fdf-351a439d3c05,HP-1031,sai-ke,175.28,18.89,2026-02-12,2027-02-07
f3e21a56-a02d-0377-5fdf-351a439d3c05,ORT-1210,sai-ke,1426.31,21.07,2026-02-12,2027-02-07
f3e21a56-a02d-0377-5fdf-351a439d3c05,BRO-1095,sai-ke,8430.21,22.2,2026-02-12,2027-02-07
f3e21a56-a02d-0377-5fdf-351a439d3c05,SKO-1204,sai-ke,1388.1,22.11,2026-02-12,2027-02-07
f3e21a56-a02d-0377-5fdf-351a439d3c05,D-L-1039,sai-ke,9255.42,22.73,2026-02-12,2027-02-07
f3e21a56-a02d-0377-5fdf-351a439d3c05,DEL-1077,sai-ke,3748.39,18.35,2026-02-12,2027-02-07
f3e21a56-a02d-0377-5fdf-351a439d3c05,SCH-1312,sai-ke,8648.01,18.44,2026-02-12,2027-02-07
f3e21a56-a02d-0377-5fdf-351a439d3c05,FEL-1225,sai-ke,8672.33,20.49,2026-02-12,2027-02-07
f3e21a56-a02d-0377-5fdf-351a439d3c05,KAN-1110,sai-ke,8205.12,18.85,2026-02-12,2027-02-07
f3e21a56-a02d-0377-5fdf-351a439d3c05,VED-1117,sai-ke,3135.38,18.36,2026-02-12,2027-02-07
2d88b186-a85b-af34-53ba-732eee247387,MAP-1155,sai-ke,260.45,15.35,2026-02-12,2027-02-07
2d88b186-a85b-af34-53ba-732eee247387,KAN-1184,sai-ke,6623.6,15.92,2026-02-12,2027-02-07
2d88b186-a85b-af34-53ba-732eee247387,SCH-1279,sai-ke,2543.67,14.79,2026-02-12,2027-02-07
2d88b186-a85b-af34-53ba-732eee247387,MAP-1183,sai-ke,4954.95,14.4,2026-02-12,2027-02-07
2d88b186-a85b-af34-53ba-732eee247387,ORT-1315,sai-ke,2131.76,16.86,2026-02-12,2027-02-07
2d88b186-a85b-af34-53ba-732eee247387,LEN-1042,sai-ke,691.13,14.76,2026-02-12,2027-02-07
2d88b186-a85b-af34-53ba-732eee247387,HEL-1191,sai-ke,3676.68,16.2,2026-02-12,2027-02-07
2d88b186-a85b-af34-53ba-732eee247387,CAN-1037,sai-ke,8733.71,13.22,2026-02-12,2027-02-07
2d88b186-a85b-af34-53ba-732eee247387,D-L-1075,sai-ke,6132.53,15.53,2026-02-12,2027-02-07
2d88b186-a85b-af34-53ba-732eee247387,BLU-1269,sai-ke,7359.0,14.17,2026-02-12,2027-02-07
2d88b186-a85b-af34-53ba-732eee247387,UHU-1153,sai-ke,8512.46,13.24,2026-02-12,2027-02-07
2d88b186-a85b-af34-53ba-732eee247387,CRA-1152,sai-ke,2071.72,13.84,2026-02-12,2027-02-07
2d88b186-a85b-af34-53ba-732eee247387,BRO-1079,sai-ke,6328.57,13.7,2026-02-12,2027-02-07
2d88b186-a85b-af34-53ba-732eee247387,OFF-1237,sai-ke,6589.15,12.49,2026-02-12,2027-02-07
2d88b186-a85b-af34-53ba-732eee247387,BRO-1086,sai-ke,3614.1,14.61,2026-02-12,2027-02-07
2d88b186-a85b-af34-53ba-732eee247387,ORT-1123,sai-ke,411.61,13.91,2026-02-12,2027-02-07
2d88b186-a85b-af34-53ba-732eee247387,D-L-1064,sai-ke,938.83,13.59,2026-02-12,2027-02-07
2d88b186-a85b-af34-53ba-732eee247387,CAN-1091,sai-ke,8163.07,15.95,2026-02-12,2027-02-07
2d88b186-a85b-af34-53ba-732eee247387,VED-1193,sai-ke,810.84,14.98,2026-02-12,2027-02-07
2d88b186-a85b-af34-53ba-732eee247387,EPS-1081,sai-ke,943.71,16.25,2026-02-12,2027-02-07
2d88b186-a85b-af34-53ba-732eee247387,BRO-1033,sai-ke,1995.55,16.47,2026-02-12,2027-02-07
2d88b186-a85b-af34-53ba-732eee247387,DEL-1041,sai-ke,8877.23,13.08,2026-02-12,2027-02-07
2d88b186-a85b-af34-53ba-732eee247387,BLU-1304,sai-ke,1342.82,15.29,2026-02-12,2027-02-07
2d88b186-a85b-af34-53ba-732eee247387,HP-1027,sai-ke,2298.21,15.75,2026-02-12,2027-02-07
2d88b186-a85b-af34-53ba-732eee247387,CAN-1101,sai-ke,7264.88,15.81,2026-02-12,2027-02-07
2d88b186-a85b-af34-53ba-732eee247387,OFF-1266,sai-ke,9515.38,14.12,2026-02-12,2027-02-07
2d88b186-a85b-af34-53ba-732eee247387,EPS-1058,sai-ke,1838.19,12.32,2026-02-12,2027-02-07
2d88b186-a85b-af34-53ba-732eee247387,BRO-1080,sai-ke,2749.0,16.07,2026-02-12,2027-02-07
2d88b186-a85b-af34-53ba-732eee247387,KAN-1218,sai-ke,2749.52,13.6,2026-02-12,2027-02-07
2d88b186-a85b-af34-53ba-732eee247387,OFF-1250,sai-ke,7204.9,13.22,2026-02-12,2027-02-07
2d88b186-a85b-af34-53ba-732eee247387,BRO-1085,sai-ke,7390.06,14.95,2026-02-12,2027-02-07
2d88b186-a85b-af34-53ba-732eee247387,D-L-1074,sai-ke,1002.18,14.8,2026-02-12,2027-02-07
2d88b186-a85b-af34-53ba-732eee247387,VED-1117,sai-ke,3357.65,12.58,2026-02-12,2027-02-07
2d88b186-a85b-af34-53ba-732eee247387,UHU-1119,sai-ke,1745.68,12.25,2026-02-12,2027-02-07
15cdfa54-0dd4-f1ab-e9dc-2169d092207a,KAN-1161,sai-ke,580.34,18.8,2026-02-12,2027-02-07
15cdfa54-0dd4-f1ab-e9dc-2169d092207a,HP-1043,sai-ke,9451.14,21.21,2026-02-12,2027-02-07
15cdfa54-0dd4-f1ab-e9dc-2169d092207a,HEL-1191,sai-ke,3369.08,23.21,2026-02-12,2027-02-07
15cdfa54-0dd4-f1ab-e9dc-2169d092207a,SKO-1129,sai-ke,1939.77,21.53,2026-02-12,2027-02-07
15cdfa54-0dd4-f1ab-e9dc-2169d092207a,TRI-1299,sai-ke,5182.52,21.48,2026-02-12,2027-02-07
15cdfa54-0dd4-f1ab-e9dc-2169d092207a,CAN-1023,sai-ke,8776.62,19.97,2026-02-12,2027-02-07
15cdfa54-0dd4-f1ab-e9dc-2169d092207a,LEN-1082,sai-ke,687.3,20.57,2026-02-12,2027-02-07
15cdfa54-0dd4-f1ab-e9dc-2169d092207a,CAN-1044,sai-ke,1978.63,20.55,2026-02-12,2027-02-07
15cdfa54-0dd4-f1ab-e9dc-2169d092207a,APC-1311,sai-ke,6394.25,19.01,2026-02-12,2027-02-07
15cdfa54-0dd4-f1ab-e9dc-2169d092207a,SKO-1138,sai-ke,1450.92,22.4,2026-02-12,2027-02-07
15cdfa54-0dd4-f1ab-e9dc-2169d092207a,BRO-1089,sai-ke,548.41,21.72,2026-02-12,2027-02-07
15cdfa54-0dd4-f1ab-e9dc-2169d092207a,DEL-1054,sai-ke,9127.94,21.47,2026-02-12,2027-02-07
15cdfa54-0dd4-f1ab-e9dc-2169d092207a,EAT-1291,sai-ke,9432.51,20.39,2026-02-12,2027-02-07
15cdfa54-0dd4-f1ab-e9dc-2169d092207a,APC-1296,sai-ke,9188.17,23.01,2026-02-12,2027-02-07
15cdfa54-0dd4-f1ab-e9dc-2169d092207a,OFF-1253,sai-ke,4500.66,21.53,2026-02-12,2027-02-07
15cdfa54-0dd4-f1ab-e9dc-2169d092207a,HP-CF226A,sai-ke,7829.16,20.11,2026-02-12,2027-02-07
