order_line_id,order_id,sku,tenant_id,qty,unit_price,line_total
63b3a0a3-cf85-3ea1-d708-f9731742b9a0,SO-2007,BRO-TN2421,sai-ke,2,4905.64,9811.28
a58d2cb9-8ead-e6cf-b99c-3afda60d69f7,SO-2007,OFP-A4-80,sai-ke,5,575.93,2879.65
b934a20d-d661-bb35-6e98-67abade9b1a5,SO-2008,HP-CF226A,sai-ke,4,7742.0,30968.0
2dba0409-e2eb-54cc-2d87-c763701b30a9,SO-2008,BRO-TN2421,sai-ke,2,4905.64,9811.28
40f24d9a-70bd-5fbf-ec80-bbbb101d2644,SO-2008,OFP-A4-80,sai-ke,5,575.93,2879.65
170e2ee0-f5fa-d7cf-c3a1-a75f762c7d0e,SO-2009,HP-CF226A,sai-ke,4,7742.0,30968.0
a2d471f3-1ece-3950-e02a-66ad3ce91718,SO-2009,BRO-TN2421,sai-ke,2,4905.64,9811.28
8604d26e-a13a-916e-bc80-a85d61f08eab,SO-2009,OFP-A4-80,sai-ke,5,575.93,2879.65
61937822-8e2b-e4b4-8a9f-1e6ae9a1d614,SO-2010,HP-CF226A,sai-ke,4,7742.0,30968.0
70e807ba-0249-d729-1461-48580cc0a354,SO-2010,BRO-TN2421,sai-ke,2,4905.64,9811.28
71666dd7-d1b3-19fe-93bf-3c2cb7b475c0,SO-2010,OFP-A4-80,sai-ke,5,575.93,2879.65
54ff1cf0-893d-3281-e068-88623d7545f6,SO-2011,HP-CF226A,sai-ke,4,7742.0,30968.0
f80de472-cb52-eff9-4789-2c9242cccdc3,SO-2011,BRO-TN2421,sai-ke,2,4905.64,9811.28
d89dba60-3ca9-3389-2687-c45bef15c264,SO-2011,OFP-A4-80,sai-ke,5,575.93,2879.65
8c9cdaf2-f4b3-0c90-0794-da26b795d8b2,SO-2012,HP-CF226A,sai-ke,4,7742.0,30968.0
c72baeeb-6fa7-15fc-f829-c0437450d050,SO-2012,BRO-TN2421,sai-ke,2,4905.64,9811.28
fb0feda9-4a7d-5b65-7fa6-8649cd4292b7,SO-2012,OFP-A4-80,sai-ke,5,575.93,2879.65
3677f2ef-a03a-59fe-4534-67e85d5bef70,SO-2013,REX-1175,sai-ke,8,8331.65,66653.2
462a45ac-3e1a-f754-0506-42abf5d6302a,SO-2013,DEL-1041,sai-ke,3,8129.13,24387.39
d592d64c-f979-2e02-f0bd-57d8da577ce6,SO-2013,SKO-1116,sai-ke,6,1101.07,6606.42
0b04873a-65dd-6921-b1e4-c64fe8e5e4d6,SO-2013,OFF-1114,sai-ke,4,2323.39,9293.56
c668507b-9936-0157-cb7b-d7a277f4af81,SO-2014,SCH-1317,sai-ke,6,3907.11,23442.66
2df27d63-d09a-f380-ae0e-784bdfb7763e,SO-2014,KAN-1110,sai-ke,7,8205.12,57435.84
12c1ee97-4227-4748-c50e-e564f2c3da00,SO-2014,EPS-1045,sai-ke,3,8217.39,24652.17
4a61bdd9-2b82-7147-8564-bf9b78a2ef68,SO-2014,D-L-1039,sai-ke,5,9255.42,46277.1
aeda457a-64b2-6563-0d24-6501670d387a,SO-2014,BRO-1095,sai-ke,1,8430.21,8430.21
1052a651-6093-9fda-89ea-fed11ae318ea,SO-2015,ORT-1210,sai-ke,4,1426.31,5705.24
ee9f35f1-5dc0-c8ce-994f-963dcf2e4b42,SO-2015,DEL-1077,sai-ke,8,3748.39,29987.12
e82a622b-e271-e12e-0340-03540f649f02,SO-2015,VED-1117,sai-ke,6,3135.38,18812.28
f1117892-1612-6c70-1626-57a572db5bcc,SO-2015,BRO-1033,sai-ke,7,1947.3,13631.1
2222d8ef-a92d-684f-5edd-7ad2b84fd57e,SO-2016,BRO-1033,sai-ke,8,1947.3,15578.4
0da429e6-66a6-bb87-507b-e94ceec1b97f,SO-2016,LEN-1005,sai-ke,1,5347.24,5347.24
f89380b6-0046-3f28-1781-0d7c3814d25e,SO-2016,CAN-1048,sai-ke,2,8078.14,16156.28
b12bda92-9dbf-69fb-417e-4e19b8c8af9e,SO-2016,DEL-1021,sai-ke,4,3599.58,14398.32
fa049a53-3842-87ad-80b8-0a64211310a9,SO-2016,EPS-1045,sai-ke,4,8217.39,32869.56
bef2e01d-58c3-3646-c41e-dd2fbfe4c545,SO-2017,BLU-1304,sai-ke,6,1234.78,7408.68
79409d2f-2162-ddf9-852f-7fcfab1be39e,SO-2017,DEL-1077,sai-ke,8,3748.39,29987.12
0c520be4-281d-fc72-6f71-5b095bb12e63,SO-2017,SCH-1317,sai-ke,7,3907.11,27349.77
37b77da3-6d18-9ff9-a486-5a07e4880ff4,SO-2017,FEL-1225,sai-ke,4,8672.33,34689.32
a83ffe40-e681-4369-aafd-c58e58206011,SO-2017,VED-1117,sai-ke,3,3135.38,9406.14
a20a3ac0-a26c-baf0-9e25-959c6be78174,SO-2018,HP-1031,sai-ke,5,175.28,876.4
1e4d90fa-7c6a-0df3-912b-fefa28ea82e6,SO-2018,BLU-1293,sai-ke,1,6620.85,6620.85
ee84284b-b89b-d236-2375-d449199a203e,SO-2018,BRO-1095,sai-ke,8,8430.21,67441.68
a1fb7bca-62a2-31a5-e169-68c67b37c31a,SO-2018,FEL-1144,sai-ke,4,4918.07,19672.28
fb928148-8452-e9e8-64fe-e1aa54d71f4f,SO-2018,OFF-1114,sai-ke,1,2323.39,2323.39
f7514aa0-bfc0-e4a8-4b1a-142248ca62f1,SO-2019,ORT-1210,sai-ke,8,1426.31,11410.48
f7ccd5ad-e1e8-273a-dde9-ae69e64ddda6,SO-2019,MAP-1149,sai-ke,8,2461.49,19691.92
1fd9d505-65e4-56f4-66f3-60ab1c931ac1,SO-2019,BRO-1033,sai-ke,3,1947.3,5841.9
f2a24138-32ea-4c07-3468-c10e70232260,SO-2019,BLU-1304,sai-ke,7,1234.78,8643.46
c82c1cc9-a252-4f0e-746c-ce5d8553d864,SO-2019,CAN-1048,sai-ke,1,8078.14,8078.14
3633c502-f91b-ac16-c7fe-7423831d4d55,SO-2020,VED-1117,sai-ke,8,3135.38,25083.04
ed4cdfb3-1b37-5817-922c-6ab4ee88bc7d,SO-2020,BLU-1304,sai-ke,6,1234.78,7408.68
35f543da-1911-1798-09c4-ab42a987578f,SO-2020,FEL-1144,sai-ke,8,4918.07,39344.56
a855f186-f00d-0890-6613-7f8caf266f48,SO-2021,MAP-1149,sai-ke,8,2461.49,19691.92
5d362c56-5308-c6ee-5c4d-5d4127b978ca,SO-2021,BRO-1095,sai-ke,7,8430.21,59011.47
f188a60b-7a99-ca27-81e7-99fbdafcbc97,SO-2021,FEL-1144,sai-ke,7,4918.07,34426.49
6961ecef-ace2-e7fa-5089-58d51f2b1119,SO-2021,FEL-1225,sai-ke,8,8672.33,69378.64
9fb9fe07-be47-0858-dc12-bdd895bc29ec,SO-2021,SCH-1312,sai-ke,4,8648.01,34592.04
b1b773e0-b3a3-2213-3107-808ea59ef0d1,SO-2022,BRO-1095,sai-ke,6,8430.21,50581.26
28bbd6e4-8cdf-1cd3-167e-f1449a76c721,SO-2022,D-L-1039,sai-ke,6,9255.42,55532.52
82182d2f-967c-e7ae-f078-d8af37d1cda2,SO-2022,BLU-1304,sai-ke,8,1234.78,9878.24
8b729c7f-10f0-a723-9af2-89318c529e10,SO-2022,HEL-1222,sai-ke,5,7997.46,39987.3
aecc09d8-bcaa-4f69-c962-b48adeb07864,SO-2023,DEL-1041,sai-ke,3,8129.13,24387.39
5907463c-fa75-8fb6-503d-974ff5198bd8,SO-2023,SCH-1312,sai-ke,2,8648.01,17296.02
dab44454-972e-6713-ed31-ea7118561697,SO-2023,BLU-1304,sai-ke,2,1234.78,2469.56
5b84426b-9ace-2972-d695-44a5629f1ded,SO-2023,KAN-1110,sai-ke,8,8205.12,65640.96
01ad24ec-e9e8-ded6-ec64-1c2b903c56be,SO-2023,DEL-1077,sai-ke,4,3748.39,14993.56
db202d65-aa4e-4172-51dc-774854641849,SO-2024,DEL-1041,sai-ke,5,8129.13,40645.65
318a1099-cb89-b55d-1bbd-f11d00b283e4,SO-2024,FEL-1144,sai-ke,6,4918.07,29508.42
020d091f-31ed-f131-8951-9b74c9a1b8b4,SO-2024,CAN-1048,sai-ke,8,8078.14,64625.12
c53dcb93-bbb4-987c-b8e1-71205455f408,SO-2024,BRO-1033,sai-ke,2,1947.3,3894.6
adbcfbe8-62e9-1ab2-3f3c-6fabbb68cf26,SO-2024,BLU-1293,sai-ke,1,6620.85,6620.85
1335be2d-f751-70cd-41c3-abb625a92aa4,SO-2025,ORT-1210,sai-ke,3,1420.11,4260.33
853049f3-4c47-5b7a-ef3b-ce7ecd273af5,SO-2025,PRI-1112,sai-ke,8,5104.59,40836.72
76af712d-6705-38dd-7b59-5bdf101bbfce,SO-2025,LEN-1071,sai-ke,2,3893.8,7787.6
c1bf7465-d179-fff0-e9e9-92588991f78c,SO-2025,BLU-1289,sai-ke,2,5201.31,10402.62
9ab42dae-afe6-f309-90dc-fc9df485189f,SO-2026,CAN-1001,sai-ke,6,4271.7,25630.2
68be89a0-86d0-2407-7e81-ffe043f193a5,SO-2026,HEL-1222,sai-ke,2,8472.97,16945.94
edce7187-527c-6040-967f-d4e30dcbe1a8,SO-2026,PRI-1157,sai-ke,8,4897.75,39182.0
f3d94828-e810-c58c-98b5-a1ee895639ea,SO-2026,REX-1178,sai-ke,8,6969.85,55758.8
ff41dada-7a05-2648-d36e-b2add4a1ce3d,SO-2027,PRI-1112,sai-ke,6,5104.59,30627.54
c6090134-acb6-d82b-2f31-1608a72199e6,SO-2027,HEL-1126,sai-ke,7,9039.05,63273.35
15abdb96-5082-5c4e-f042-21e06e44b938,SO-2027,VED-1193,sai-ke,3,746.29,2238.87
70b68561-f86d-bfaa-d630-f6fc5db232bc,SO-2027,PRI-1157,sai-ke,5,4897.75,24488.75
0f3cbe32-aca4-952e-39fb-0c4890fbbc79,SO-2028,KAN-1189,sai-ke,8,5528.32,44226.56
b0a8f7b6-b407-ea0f-d06d-ff529578f97a,SO-2028,OFF-1208,sai-ke,6,4032.99,24197.94
d7a35dab-c5b1-113b-1026-e28bd8569f4e,SO-2028,PRI-1112,sai-ke,5,5104.59,25522.95
be2146fa-b594-2b99-ed9c-74422ebe0bb4,SO-2029,CRA-1216,sai-ke,6,1019.44,6116.64
695e0b77-5ec8-522d-38ea-da0946fb408c,SO-2029,OFF-1208,sai-ke,2,4032.99,8065.98
d84eed9d-34b0-c273-75ca-019a4fcdb4aa,SO-2029,CAN-1001,sai-ke,2,4271.7,8543.4
dce41b43-1672-c676-8e35-973c939fe406,SO-2029,EAT-1274,sai-ke,4,7515.89,30063.56
19852a1a-f186-7b40-75ce-207cb8395719,SO-2030,KAN-1110,sai-ke,1,7886.21,7886.21
91e8e06c-931f-0aab-1451-91ce1617ece1,SO-2030,MAP-1147,sai-ke,4,1836.25,7345.0
1a67623c-4571-ae9e-ab55-ee5c2cd80006,SO-2030,LEN-1015,sai-ke,2,7135.76,14271.52
52715b4e-2c93-3e20-c351-233feb58c3cb,SO-2031,ORT-1313,sai-ke,8,6058.0,48464.0
9dddfb6d-7efb-136d-63a7-d37de1d9d5bb,SO-2031,KAN-1189,sai-ke,5,5528.32,27641.6
ce91142d-3a96-f8b1-281a-77045f486260,SO-2031,BLU-1289,sai-ke,7,5201.31,36409.17
0427c1f7-7e1c-197d-8236-343ef6290051,SO-2031,CAN-1100,sai-ke,8,4041.27,32330.16
1a6eea6a-68f1-298a-4500-a80f549686dd,SO-2031,D-L-1059,sai-ke,1,3179.91,3179.91
6fe09350-aea2-7fe8-ea5d-3673ceed1ff1,SO-2032,DEL-1006,sai-ke,6,1086.44,6518.64
bd9dea17-62c3-cf92-0ed9-d022a45b7565,SO-2032,OFF-1220,sai-ke,7,6747.66,47233.62
e321c931-d972-8d5e-c3e2-40959c04f877,SO-2032,CAN-1100,sai-ke,1,4041.27,4041.27
b9a8e623-f5f4-d13e-77b4-0c83eb4031be,SO-2032,HEL-1222,sai-ke,5,8472.97,42364.85
7e61a408-ecd5-7cb9-79b1-c8f8008dd503,SO-2032,VED-1193,sai-ke,4,746.29,2985.16
08309bab-4ab2-e736-dd65-ff37f30d3c27,SO-2033,LEN-1067,sai-ke,3,9373.59,28120.77
efbc1187-0b95-06f4-d16a-337b0f73de41,SO-2033,FEL-1198,sai-ke,2,4399.68,8799.36
e112ba19-51c3-8b38-52b5-e6059d3dad09,SO-2033,HEL-1126,sai-ke,3,9039.05,27117.15
aaf6057a-dd16-d355-3f10-d98dfb255508,SO-2033,PRI-1157,sai-ke,8,4897.75,39182.0
44716265-1a05-b55f-e765-92f9b73c9e56,SO-2033,BRO-1002,sai-ke,5,5091.96,25459.8
61cb29d4-1ecd-ae21-bc65-ff5664042730,SO-2034,LEN-1071,sai-ke,7,3893.8,27256.6
78456669-1a80-31b3-0f97-d1109f3bf8da,SO-2034,OFF-1208,sai-ke,7,4032.99,28230.93
bb614cfc-f240-7b28-6d13-b8c60acfa565,SO-2034,FEL-1198,sai-ke,7,4399.68,30797.76
15c3dfa0-4aa6-f4a4-2203-1e3ba2be6ceb,SO-2034,MAP-1147,sai-ke,6,1836.25,11017.5
0e0c47d6-0660-01bb-fd20-b3a1a4ff6d50,SO-2035,BLU-1301,sai-ke,6,1928.01,11568.06
ce1e2527-50ce-2723-9665-97d2f4fbdbe9,SO-2035,HEL-1126,sai-ke,6,9039.05,54234.3
729c4979-63a3-ba03-3886-eaf8174b8104,SO-2035,LEN-1071,sai-ke,3,3893.8,11681.4
04b9090e-0c95-6bbc-95fb-ff8302e05e3a,SO-2035,PRI-1202,sai-ke,6,6046.56,36279.36
5c4d2f24-52c5-9c9f-d0e3-af57297af0de,SO-2036,D-L-1059,sai-ke,5,3179.91,15899.55
16e93b54-0e65-2c85-53a2-4967eac2d059,SO-2036,EPS-1003,sai-ke,8,4599.29,36794.32
9c9f0442-4ea1-2033-fe6e-36584e7b91ba,SO-2036,PRI-1157,sai-ke,4,4897.75,19591.0
a2307359-751a-e32a-3ad8-cfbe93972556,SO-2036,OFF-1220,sai-ke,2,6747.66,13495.32
4b9cf24d-784c-4a3a-5fdc-5af0d92e6d98,SO-2036,SCH-1292,sai-ke,4,3035.48,12141.92
9a8ef037-9fc1-b77d-b039-e48843dbd35c,SO-2037,TZ-2000,sai-tz,5,1250.45,6252.25
c95bdc55-56b0-b419-9419-2c61d00e3bfe,SO-2037,TZ-2001,sai-tz,6,5595.33,33571.98
dfac2325-82fb-fe80-e3af-4695af30f1f3,SO-2037,TZ-2004,sai-tz,2,360.62,721.24
656766a0-25d1-1d69-542b-96b09dee56a8,SO-2037,TZ-2009,sai-tz,6,295.67,1774.02
1d47553f-5f6f-f406-57c9-e263c0d0c3d5,SO-2038,TZ-2003,sai-tz,4,10863.84,43455.36
c19429de-6420-2c70-a2ac-9d517f8b445a,SO-2038,TZ-2007,sai-tz,1,8446.8,8446.8
622533ad-5ddc-7cac-cf49-8141a6615e45,SO-2038,TZ-2009,sai-tz,5,295.67,1478.35
30b2d36a-c34a-b6db-570a-d74efb1e7194,SO-2038,TZ-2008,sai-tz,6,677.64,4065.84
e2ea76b3-4803-6dda-9a43-a2ddcc5dfa81,SO-2039,TZ-2007,sai-tz,7,8446.8,59127.6
4c4687f1-a5cc-cb92-5703-1da80d052456,SO-2039,TZ-2000,sai-tz,3,1250.45,3751.35
0b6dcd65-9a24-d275-7fc1-3605bb02ac67,SO-2039,TZ-2006,sai-tz,7,1014.38,7100.66
8889dfad-7e2f-3362-5fc3-4d961748d21e,SO-2039,TZ-2010,sai-tz,8,698.3,5586.4
ce34666c-6281-1d93-706b-01ee2735e3f1,SO-2040,TZ-2002,sai-tz,3,6625.42,19876.26
e6798453-83a2-e31f-ccdd-cf38496cd599,SO-2040,TZ-2000,sai-tz,3,1250.45,3751.35
c9fba3fe-cf98-23a2-29e7-37870154d276,SO-2040,TZ-2007,sai-tz,3,8446.8,25340.4
849e9814-a077-59f5-f1fb-8b93dfd41351,SO-2040,TZ-2001,sai-tz,2,5595.33,11190.66
8e691cd0-a8d6-700e-e73b-647c88ea9812,SO-2040,TZ-2004,sai-tz,3,360.62,1081.86
b9cabdeb-19bf-6891-e702-1151c0267921,SO-2041,TZ-2007,sai-tz,8,8446.8,67574.4
5ee964ce-1ab5-212e-38b6-ee58e560cd4b,SO-2041,TZ-2002,sai-tz,4,6625.42,26501.68
60a21bca-ca93-6057-1a83-4e6b813d125e,SO-2041,TZ-2008,sai-tz,8,677.64,5421.12
8e39306a-10b7-08f8-2d0e-deb8ac371413,SO-2041,TZ-2000,sai-tz,6,1250.45,7502.7
fbc4fef7-8602-fdfe-2f2c-6765d618e7ea,SO-2042,TZ-2002,sai-tz,3,6625.42,19876.26
f3035870-4637-5b46-2f74-3f2fa56a4833,SO-2042,TZ-2007,sai-tz,2,8446.8,16893.6
4e56ea28-4d6f-7dd2-5661-a4565f2bdee6,SO-2042,TZ-2001,sai-tz,3,5595.33,16785.99
1db1dd8b-e6d1-2555-b0ee-56aee705b5cc,SO-2043,TZ-2000,sai-tz,2,1250.45,2500.9
3186ea59-1965-a77e-a2ad-e4be4969eab5,SO-2043,TZ-2005,sai-tz,3,3251.18,9753.54
57569cff-7857-32fd-dec9-3e6725057080,SO-2043,TZ-2008,sai-tz,2,677.64,1355.28
e96135a7-d3b5-3e03-83f4-6ce88de5fcc6,SO-2043,TZ-2007,sai-tz,7,8446.8,59127.6
58c0c854-1294-9c62-89b3-72e6a31df245,SO-2044,TZ-2008,sai-tz,3,677.64,2032.92
8e3ddcec-7ba5-f91e-2854-69be16964c2d,SO-2044,TZ-2000,sai-tz,6,1250.45,7502.7
33adaf04-5f8f-4de3-e412-1cfac54985b1,SO-2044,TZ-2009,sai-tz,1,295.67,295.67
81ccb4d4-da88-d73a-83da-74404a6a8601,SO-2045,TZ-2008,sai-tz,6,677.64,4065.84
c1449c24-d033-7f0c-08bd-963b3c9e4815,SO-2045,TZ-2001,sai-tz,3,5595.33,16785.99
52f6f4b1-25c5-912f-f99f-2a34caeb7b0d,SO-2045,TZ-2009,sai-tz,1,295.67,295.67
f6725b91-7c70-c6eb-17d5-e570328e5e82,SO-2045,TZ-2007,sai-tz,7,8446.8,59127.6
0dd456af-a14f-c607-f447-0a3ee88d5ccf,SO-2045,TZ-2005,sai-tz,5,3251.18,16255.9
44c036c7-f9e2-f802-ae37-9bd6db6aaa65,SO-2046,TZ-2005,sai-tz,8,3251.18,26009.44
0f7c00d4-db85-6adf-d812-61707b52645e,SO-2046,TZ-2010,sai-tz,2,698.3,1396.6
3ad5fa95-6366-9bfb-9278-088696606e3d,SO-2046,TZ-2007,sai-tz,6,8446.8,50680.8
0b436b69-3024-0075-c1d4-a5cb20329953,SO-2046,TZ-2000,sai-tz,7,1250.45,8753.15
8f63269a-ed2b-5015-ff66-3f985657d60a,SO-2046,TZ-2003,sai-tz,3,10863.84,32591.52
579ac955-c271-980a-72b9-ae482e6c10af,SO-2047,TZ-2008,sai-tz,2,677.64,1355.28
9ea01f41-cbe9-95e7-0d89-1161907b6bf6,SO-2047,TZ-2009,sai-tz,8,295.67,2365.36
854dd0c4-47af-0204-4071-02c648705760,SO-2047,TZ-2006,sai-tz,8,1014.38,8115.04
a84e22a0-a19a-f393-1fcc-ef877f900c17,SO-2047,TZ-2003,sai-tz,6,10863.84,65183.04
3410c3ff-2577-a839-806f-19924483098c,SO-2048,TZ-2006,sai-tz,1,1014.38,1014.38
9a8e5223-3c08-5272-c9f0-a591abd82915,SO-2048,TZ-2011,sai-tz,6,683.49,4100.94
89d21e16-742a-77cb-b4b3-9dc1c63c89f5,SO-2048,TZ-2004,sai-tz,4,360.62,1442.48
98c1ed57-189f-1f6a-974c-ad14e01a8dc1,SO-2048,TZ-2009,sai-tz,7,295.67,2069.69
dc5700d4-f42c-2140-8fab-c3dc9aa88cc1,SO-2048,TZ-2005,sai-tz,2,3251.18,6502.36
fbfa54b8-caed-6896-a426-924e582f6abe,SO-2049,ORT-1205,sai-ke,2,2064.61,4129.22
61f31fb7-a2c6-65c1-4aad-e5d56b3d3c57,SO-2049,SCH-1278,sai-ke,3,3572.95,10718.85
5600208b-c1a9-bfd9-8bb2-1160c0a9ea7b,SO-2049,OFF-1248,sai-ke,8,5076.3,40610.4
314cde03-699a-38fe-fdf5-d52673b5584e,SO-2049,D-L-1072,sai-ke,2,1170.4,2340.8
2e8eb46d-0d18-32ed-de83-7d23f7d58e34,SO-2049,DEL-1041,sai-ke,2,8760.0,17520.0
bef3320c-af6f-b738-0c80-8de38dbfb637,SO-2050,D-L-1072,sai-ke,5,1170.4,5852.0
ae144e61-8974-0d7e-fd96-aa9206c42e94,SO-2050,REX-1219,sai-ke,2,2053.62,4107.24
e3d443fb-93e8-d4fb-48e3-e929a1ddd821,SO-2050,ORT-1205,sai-ke,1,2064.61,2064.61
6e291d08-a2d6-4a91-3734-c035efe46ade,SO-2051,HP-1090,sai-ke,2,4509.23,9018.46
c527a8a4-b74e-4aa2-31f2-bacb929ddc88,SO-2051,OFF-1232,sai-ke,8,4589.98,36719.84
7ac594ed-eabf-a9a2-39e0-fdf6cab98d73,SO-2051,SKO-1167,sai-ke,8,1791.74,14333.92
292ecd80-a431-d0a5-23bd-d5056dbffa00,SO-2051,KAN-1150,sai-ke,8,7847.48,62779.84
8c23cb03-3ceb-2ce8-5b70-76a59370231a,SO-2051,LEN-1034,sai-ke,2,5350.87,10701.74
15766e34-a12c-d8f2-60af-04d685db37f0,SO-2052,D-L-1099,sai-ke,7,7448.16,52137.12
2f8fedbd-c42f-e814-5dcc-316d0f5ec1f6,SO-2052,UHU-1119,sai-ke,5,1696.34,8481.7
6dcbfb69-ded3-40cc-d0d8-e2ab39a358c6,SO-2052,OFF-1239,sai-ke,5,1848.41,9242.05
d67259b3-3877-e92a-3230-de23d9db23a8,SO-2053,SCH-1292,sai-ke,6,3320.86,19925.16
c9a92045-62b4-0f55-e95f-c62a5bb7035a,SO-2053,LEN-1034,sai-ke,2,5350.87,10701.74
40a92bc9-8519-8c58-ef3e-6fb878c26ba2,SO-2053,D-L-1099,sai-ke,6,7448.16,44688.96
c22f359d-d0bd-5f16-41bd-5fa28b569de5,SO-2053,REX-1219,sai-ke,4,2053.62,8214.48
181ee8f8-7611-d316-cfcb-adf66aebc0f4,SO-2053,KAN-1195,sai-ke,2,3105.67,6211.34
55ddbf80-c7b7-9017-d432-3e4c6fff100f,SO-2054,DEL-1041,sai-ke,4,8760.0,35040.0
d9490964-aaba-1f79-6b8a-d8752cc4eb41,SO-2054,D-L-1072,sai-ke,7,1170.4,8192.8
875f8a03-4720-877b-d468-1e6c0577d97f,SO-2054,CAN-1098,sai-ke,4,3217.36,12869.44
f1369eaf-3f59-b49c-83a9-bb7cbe89a60e,SO-2054,OFF-1250,sai-ke,8,7090.75,56726.0
be0d7841-7d13-cce4-56ef-c7613c52e413,SO-2054,OFF-1248,sai-ke,7,5076.3,35534.1
11130ca1-34f6-261d-289f-661aee36854c,SO-2055,CAN-1100,sai-ke,2,4612.52,9225.04
9960076f-effc-1d9a-3bd4-313ef63ceffd,SO-2055,HP-1027,sai-ke,4,2314.48,9257.92
c56e38c3-e230-5757-e962-13f16ab5b338,SO-2055,SCH-1278,sai-ke,3,3572.95,10718.85
b8f76cfe-21ab-58dd-9db4-09d7d4c27d2d,SO-2056,D-L-1099,sai-ke,7,7448.16,52137.12
ca48d34c-9713-26db-7bdb-16c8f9e11882,SO-2056,MAP-1172,sai-ke,7,3892.59,27248.13
6ec0727b-af1f-4681-c469-7a2d1f70ec76,SO-2056,HP-1027,sai-ke,7,2314.48,16201.36
ec65b352-2236-03e8-7179-fc16c1ab13ee,SO-2057,OFF-1232,sai-ke,8,4589.98,36719.84
67ba9cf8-0b9b-1f8c-829c-533a77200bdb,SO-2057,ORT-1205,sai-ke,2,2064.61,4129.22
77dc1161-1b0f-d0f1-3a84-5de6743e0118,SO-2057,OFF-1248,sai-ke,2,5076.3,10152.6
b93cffc1-a545-fcaf-36d3-404c41001444,SO-2057,LEN-1067,sai-ke,1,9583.22,9583.22
5c8f566b-2eb3-3a07-ecc8-c39161c635a4,SO-2057,OFF-1239,sai-ke,2,1848.41,3696.82
e443e454-3fef-19b8-10a7-66de185efc84,SO-2058,OFF-1239,sai-ke,2,1848.41,3696.82
6f623d07-a3e9-fd6b-c2d8-d4e3e7455019,SO-2058,BRO-1107,sai-ke,2,866.96,1733.92
3820030c-7c44-a0ec-335f-3e37fe787677,SO-2058,KAN-1150,sai-ke,3,7847.48,23542.44
6d585222-d278-89cf-20e0-83e952087937,SO-2059,CAN-1100,sai-ke,4,4612.52,18450.08
4fbe598b-3890-439c-5b2f-730ae580fae4,SO-2059,LEN-1067,sai-ke,8,9583.22,76665.76
1a6936ff-32ad-8339-f32f-856981e9b233,SO-2059,UHU-1119,sai-ke,1,1696.34,1696.34
996f4bed-5a26-28aa-2dd8-3dcfb13ad56d,SO-2059,LEN-1034,sai-ke,6,5350.87,32105.22
89c5d51a-742b-2bf5-ab6f-96da1fcc4a5c,SO-2060,BRO-1107,sai-ke,4,866.96,3467.84
39782949-3b50-0467-fb89-eb0eca7513e6,SO-2060,TRI-1290,sai-ke,4,4388.88,17555.52
12fbf955-5400-bc1e-042e-ad5c7f33f5bf,SO-2060,ORT-1162,sai-ke,1,1962.72,1962.72
ff3b0a4a-155b-8ccc-8196-7668bda8f649,SO-2061,OFF-1267,sai-ke,3,9309.17,27927.51
