history_id,repair_job_no,stage,entered_at,exited_at,duration_hours,note
1e8a6536-30f3-f211-0505-b7dca7254458,RJ-4413,diagnosed,2026-07-31,2026-08-01,25,
7d4c5e65-aac6-90ff-64da-4547bd693c11,RJ-4413,awaiting_customer_approval,2026-08-01,2026-08-01,19,
53e4fd93-4077-3c5b-352a-6a434cc6692a,RJ-4413,awaiting_parts,2026-08-01,,,
43581b57-2038-dd2b-fe73-355e269359b2,RJ-4414,received,2026-07-30,2026-07-30,19,
74bc0284-b2d1-f816-e45e-3a5c9023bf0f,RJ-4414,diagnosed,2026-07-30,2026-07-30,21,
53abdea6-5b79-1934-a3de-ea64a894f48b,RJ-4414,awaiting_customer_approval,2026-07-30,2026-07-30,7,
54ae9d76-751f-c586-706b-4f5bc9d6ecda,RJ-4414,awaiting_parts,2026-07-30,2026-07-30,14,
e8c203cc-9b3a-9f23-c750-0067a6241012,RJ-4414,under_repair,2026-07-30,2026-07-31,25,
d1bba6ae-047e-9304-406d-1ac3819bc540,RJ-4414,ready_for_collection,2026-07-31,,,
9cd1be0b-a89b-4bea-e98d-8820738ab3f5,RJ-4415,received,2026-07-22,2026-07-22,5,
9827711e-483a-aaa3-3534-78a7ef16cfff,RJ-4415,diagnosed,2026-07-22,2026-07-22,13,
b0d12bfa-0a73-169d-7317-d9b37f809f9c,RJ-4415,awaiting_customer_approval,2026-07-22,2026-07-23,24,
4eccb047-172f-1ec8-7e1f-9d4477387107,RJ-4415,awaiting_parts,2026-07-23,2026-07-23,21,
4b584449-4e10-c67c-c38f-082c7f62d52f,RJ-4415,under_repair,2026-07-23,2026-07-23,20,
f5836453-f2fb-678a-f3ff-31f56986db37,RJ-4415,ready_for_collection,2026-07-23,,,
eec5f878-d8a4-04f8-4aeb-9e737729f7e2,RJ-4416,received,2026-07-27,2026-07-27,23,
59c34329-d152-e218-b29b-50d19fdb924e,RJ-4416,diagnosed,2026-07-27,2026-07-28,24,
febd4b87-092f-5d44-4408-08e53bae6aa1,RJ-4416,awaiting_customer_approval,2026-07-28,,,
337fccf6-13c2-bdeb-de46-ae7505d8c977,RJ-4417,received,2026-08-04,2026-08-04,18,
09cbc6fc-9f92-7a07-55db-0d5f19c6fe99,RJ-4417,diagnosed,2026-08-04,2026-08-04,9,
96d9aa83-a16c-a367-d857-16929001a0c6,RJ-4417,awaiting_customer_approval,2026-08-04,,,
e04aa4e0-fbbf-9234-2e0e-7f60e2cd2f50,RJ-4418,received,2026-07-15,2026-07-15,22,
82ca4f20-f4e1-f643-ee6e-64fe99409d67,RJ-4418,diagnosed,2026-07-15,2026-07-15,6,
50d46d05-6318-f175-6c36-8654de10b2ad,RJ-4418,awaiting_customer_approval,2026-07-15,2026-07-15,15,
ff4471f8-58e6-f920-5f92-da60111743e7,RJ-4418,awaiting_parts,2026-07-15,2026-07-15,18,
92a4d1c4-b446-fa8a-d060-405ad72b6544,RJ-4418,under_repair,2026-07-15,2026-07-16,25,
35a89871-74bc-c71b-4df0-050932039536,RJ-4418,ready_for_collection,2026-07-16,,,
9cc1bda1-c899-4d1f-5ba3-3cee22ff8121,RJ-4419,received,2026-07-25,2026-07-25,18,
f0493794-e95b-855c-527b-e1e40e15309b,RJ-4419,diagnosed,2026-07-25,2026-07-25,9,
06994e58-a21d-5272-4ca3-c020881463da,RJ-4419,awaiting_customer_approval,2026-07-25,2026-07-26,29,
fb2c83e5-ce44-bade-bb7b-1792984cdc47,RJ-4419,awaiting_parts,2026-07-26,2026-07-26,10,
c65a4139-fdfd-c6d3-c791-b1cb4c6ae29e,RJ-4419,under_repair,2026-07-26,2026-07-27,27,
3abd674a-4cdf-74a8-a819-08e60790010b,RJ-4419,ready_for_collection,2026-07-27,2026-07-28,29,
e0b1a073-ab7a-66c1-708e-2790903ecb29,RJ-4419,collected,2026-07-28,,,
f558d534-db03-ce86-e73e-c24498ecccdc,RJ-4420,received,2026-07-02,2026-07-03,29,
92180e47-f768-af41-3c66-34955464cd76,RJ-4420,diagnosed,2026-07-03,2026-07-03,7,
3840c587-4b35-fdfb-3093-2ebb0fb39349,RJ-4420,awaiting_customer_approval,2026-07-03,,,
8af8d322-1e61-bc95-d8c9-a79e78bce234,RJ-4421,received,2026-07-03,2026-07-03,23,
a2d0e7ce-53d3-e252-c3d2-538cf1e82045,RJ-4421,diagnosed,2026-07-03,2026-07-04,30,
e886c862-439c-65fb-90df-69c6310c7e66,RJ-4421,awaiting_customer_approval,2026-07-04,,,
5f88e25d-ae4d-835c-0bc1-c6b404dda1c2,RJ-4422,received,2026-07-03,2026-07-03,8,
1e58f15c-455c-76b1-8ec3-f6bb832662b8,RJ-4422,diagnosed,2026-07-03,2026-07-03,16,
f2c80270-3af3-b1d2-8438-393ab84f1440,RJ-4422,awaiting_customer_approval,2026-07-03,2026-07-03,12,
a8acc572-535b-f8ac-d739-08bcc5e06d5b,RJ-4422,awaiting_parts,2026-07-03,2026-07-04,27,
87b8ae7e-cd38-c2b1-39b3-93cbcb7e62f1,RJ-4422,under_repair,2026-07-04,,,
3d4bc269-4714-d7dc-8a7d-5c10d0b622be,RJ-4423,received,2026-07-19,2026-07-20,30,
fa54034f-f255-e292-92c1-748ceb647783,RJ-4423,diagnosed,2026-07-20,,,
280543e0-d046-424f-8dc7-c099998e5a48,RJ-4424,received,2026-07-24,,,
e01f3e30-df0d-3668-f8a2-3e7e70d707bd,RJ-4425,received,2026-07-07,2026-07-07,10,
1f8a8d5c-b363-6a0b-0a9f-e11e0b9f61da,RJ-4425,diagnosed,2026-07-07,2026-07-07,18,
ba4cc2e6-4d03-4315-c8fa-d308784e50a9,RJ-4425,awaiting_customer_approval,2026-07-07,2026-07-07,22,
1a34dca1-b991-36ac-813f-ccfff1554a79,RJ-4425,awaiting_parts,2026-07-07,,,
ff12192b-a601-0f38-5c69-44ca9d7515c2,RJ-4426,received,2026-08-04,,,
ad18facc-e31c-0c3d-f5d0-27f0a74cad50,RJ-4427,received,2026-07-15,2026-07-15,20,
0e837373-c748-a988-7a06-a6b67d527113,RJ-4427,diagnosed,2026-07-15,,,
e8d602b3-a3fa-41be-2d59-9f4e6abbb8df,RJ-4428,received,2026-08-01,2026-08-02,24,
5074c998-960d-2b0e-af69-f77611c2a82e,RJ-4428,diagnosed,2026-08-02,2026-08-02,10,
0736c874-ac1a-0e66-2d47-5ed9b9349126,RJ-4428,awaiting_customer_approval,2026-08-02,2026-08-03,28,
8a2e1c68-e6d3-c6f3-4327-12c00a1b7ecb,RJ-4428,awaiting_parts,2026-08-03,2026-08-03,16,
8ecde344-1626-8bd2-b798-4051444d2645,RJ-4428,under_repair,2026-08-03,,,
8272ba87-2cce-6d65-5917-ad66880d8e28,RJ-4429,received,2026-07-06,2026-07-06,8,
c5230422-d483-f3c5-600e-992a1d15c6ee,RJ-4429,diagnosed,2026-07-06,2026-07-06,5,
a30441b1-20f2-bbf3-9a8a-41abfd6a998b,RJ-4429,awaiting_customer_approval,2026-07-06,2026-07-07,28,
5ca7a132-3cf0-922a-4336-906b42c44c22,RJ-4429,awaiting_parts,2026-07-07,,,
461ce864-c52e-97f6-de71-3ddf38c82789,RJ-4430,received,2026-06-28,2026-06-28,5,
4fdab969-e482-301f-7e3a-024b355dc17f,RJ-4430,diagnosed,2026-06-28,2026-06-28,7,
087b38a1-7ef0-5649-9066-3a3c0404b6f4,RJ-4430,awaiting_customer_approval,2026-06-28,2026-06-28,22,
80a5db33-5b5f-1635-fe66-32dcc21d09ab,RJ-4430,awaiting_parts,2026-06-28,2026-06-29,26,
34401ca5-0ca7-fa48-42b2-355d33089423,RJ-4430,under_repair,2026-06-29,,,
0fb0bb19-2a3d-f6eb-c183-cf9f2e81e4d2,RJ-4431,received,2026-07-31,2026-07-31,21,
e07c1ed7-ac66-aa82-7ace-241f1fff5c6b,RJ-4431,diagnosed,2026-07-31,2026-07-31,14,
8b74672b-0089-0cba-f61c-50a9475fe0a1,RJ-4431,awaiting_customer_approval,2026-07-31,,,
a2773e38-8f4a-dd72-f013-cfec65602a3e,RJ-4432,received,2026-07-31,2026-07-31,21,
227a53b6-8bdd-ccbc-dce6-eb8b7edfa450,RJ-4432,diagnosed,2026-07-31,2026-08-01,28,
d02089e0-6ef6-f1d8-871a-29e72b02b1b6,RJ-4432,awaiting_customer_approval,2026-08-01,2026-08-01,5,
901f6d46-5283-4fc5-f75c-493596b0ec69,RJ-4432,awaiting_parts,2026-08-01,2026-08-02,30,
4e5b51b7-46ce-6ba7-e800-e433951ebe57,RJ-4432,under_repair,2026-08-02,2026-08-03,24,
ac579efe-ebce-3d8b-27a0-1772e6a30415,RJ-4432,ready_for_collection,2026-08-03,,,
bada72a5-09cb-cfd4-5295-d4b3d94a5a62,RJ-4433,received,2026-07-11,2026-07-11,16,
b9ceb002-abc9-b0ba-3aa0-fc686bee67db,RJ-4433,diagnosed,2026-07-11,2026-07-11,23,
30d6a6b2-31f5-3b1d-6c5b-c87ac0ef8b3d,RJ-4433,awaiting_customer_approval,2026-07-11,2026-07-12,27,
94c1542e-08f8-d60c-ce9f-db339ab3c0c7,RJ-4433,awaiting_parts,2026-07-12,2026-07-12,18,
762022bc-7ec5-061b-196c-215273cb4dfe,RJ-4433,under_repair,2026-07-12,2026-07-13,27,
a4d39db1-d555-bd4b-0ad7-c2f03db3a1af,RJ-4433,ready_for_collection,2026-07-13,,,
e139c033-b8ad-f3a0-2883-e2db7ad8c10e,RJ-4434,received,2026-07-28,2026-07-28,15,
386c2776-3830-952c-38c0-23894b1e39cf,RJ-4434,diagnosed,2026-07-28,,,
1631e146-8432-fc71-fc4c-d3cce1b5893c,RJ-4435,received,2026-07-11,2026-07-11,13,
65e6cbef-8c03-8ea0-ce84-a4e0e37f0077,RJ-4435,diagnosed,2026-07-11,,,
27b8612f-404c-f902-d30c-e4a0bf4c8bd1,RJ-4436,received,2026-07-26,2026-07-27,28,
4e30cded-4192-190e-0a48-20291ab8a899,RJ-4436,diagnosed,2026-07-27,2026-07-27,15,
0757c234-3f52-2c70-44cd-604f9abc0634,RJ-4436,awaiting_customer_approval,2026-07-27,,,
820d61ee-75df-a4a9-e1d0-f3ea6236cf36,RJ-4437,received,2026-07-17,2026-07-18,25,
4a9c44d7-3747-621d-97fc-aa44d83f5fe0,RJ-4437,diagnosed,2026-07-18,2026-07-18,4,
396aa079-cca7-a9af-9fe0-74ba2f09635e,RJ-4437,awaiting_customer_approval,2026-07-18,,,
29dbef19-f704-4ab5-fce8-2a1e5ce96f93,RJ-4438,received,2026-06-25,2026-06-26,26,
6219d2d8-07c9-8128-b436-324f1c9da977,RJ-4438,diagnosed,2026-06-26,,,
5b4e64a4-0736-a4ad-15d8-2e73b4323ac4,RJ-4439,received,2026-07-26,2026-07-26,5,
f66bd273-f81c-6e1c-6556-ef1b46d8a61f,RJ-4439,diagnosed,2026-07-26,2026-07-26,23,
fff6618f-da9b-c8a4-bb71-114a40f22488,RJ-4439,awaiting_customer_approval,2026-07-26,2026-07-27,27,
bcfd3c0a-a006-0797-5026-66b10176a4a8,RJ-4439,awaiting_parts,2026-07-27,2026-07-27,9,
1e66f4fc-ddc0-9210-5a06-6a1f89a2dd73,RJ-4439,under_repair,2026-07-27,,,
2e5d48cd-d0a8-3562-5e36-9ebae13bc2a4,RJ-4440,received,2026-06-26,2026-06-26,11,
8b520d5c-a330-90d2-0867-7033f345065f,RJ-4440,diagnosed,2026-06-26,2026-06-26,7,
7e5a563f-4ef5-ebf1-7a5d-e0610be7ea1d,RJ-4440,awaiting_customer_approval,2026-06-26,2026-06-26,17,
b2e8e86c-dc7a-0ec9-ce42-6085330b9ec7,RJ-4440,awaiting_parts,2026-06-26,,,
b35f5561-d1dd-6660-f54c-04149fb4ed87,RJ-4441,received,2026-07-14,2026-07-14,11,
c015a06c-7874-bc90-d5bf-fdea72d56aac,RJ-4441,diagnosed,2026-07-14,,,
7f75d412-2b81-5a21-9130-425b85947bae,RJ-4442,received,2026-07-30,2026-07-30,10,
b6a479fa-8311-8722-2221-295774eed379,RJ-4442,diagnosed,2026-07-30,2026-07-31,28,
d545c403-e4a1-b539-a56f-ba9b4dc4d4c1,RJ-4442,awaiting_customer_approval,2026-07-31,2026-07-31,9,
1a09a98e-231c-07a5-cd51-71ca95e4441a,RJ-4442,awaiting_parts,2026-07-31,2026-07-31,22,
d3730cb7-4988-b5d5-fc16-c1615933a2e2,RJ-4442,under_repair,2026-07-31,2026-07-31,19,
36f099d5-8194-b844-79fa-48cc4e3cc832,RJ-4442,ready_for_collection,2026-07-31,2026-08-01,30,
7ea0cf2e-8fe0-8867-c6ac-bffbce2f7277,RJ-4442,collected,2026-08-01,,,
a4ede883-e4c0-935f-42e6-1c20cbdde439,RJ-4443,received,2026-07-31,2026-07-31,5,
789f63ae-80c5-4860-56bb-9be0f46ca633,RJ-4443,diagnosed,2026-07-31,,,
a279f21e-008c-17e3-e91d-f13742aec032,RJ-4444,received,2026-07-08,2026-07-08,11,
5476bbe3-78de-85a8-3d48-2821c34b275f,RJ-4444,diagnosed,2026-07-08,2026-07-08,6,
01a0e500-0d1e-3686-0bdc-46d1e91abebf,RJ-4444,awaiting_customer_approval,2026-07-08,,,
98982123-e28d-ff8d-198c-09d00790ba17,RJ-4445,received,2026-08-04,2026-08-04,12,
9f7a5ff1-acaf-3e93-9d62-1cf1e3fd374b,RJ-4445,diagnosed,2026-08-04,2026-08-04,11,
98416218-2b1b-6ecf-094b-109e6915796e,RJ-4445,awaiting_customer_approval,2026-08-04,2026-08-04,15,
e98ea453-d2da-5ab8-3adf-fa8bcaae23f3,RJ-4445,awaiting_parts,2026-08-04,2026-08-04,22,
c8b64c2a-dc8f-fe2d-fadb-80362cb0f290,RJ-4445,under_repair,2026-08-04,2026-08-05,26,
b2631420-a511-2a93-994a-bcdd99c79b21,RJ-4445,ready_for_collection,2026-08-05,2026-08-05,8,
74b88b1a-2581-a6b6-73a0-8555d58c243a,RJ-4445,collected,2026-08-05,,,
2aa961c9-c169-875a-c5a9-6be9a4040c9a,RJ-4446,received,2026-07-26,2026-07-26,19,
e8e29df8-d9ea-29b1-5f4a-db0118e467e7,RJ-4446,diagnosed,2026-07-26,2026-07-27,26,
95ec602f-d85c-5d37-8751-69778ca420bf,RJ-4446,awaiting_customer_approval,2026-07-27,2026-07-27,14,
5c34aa90-6cdd-b69c-998c-a798dabff4d0,RJ-4446,awaiting_parts,2026-07-27,2026-07-28,25,
8cec1934-32f7-59be-bfeb-5d6185177f38,RJ-4446,under_repair,2026-07-28,,,
49910a03-32fb-7c68-2095-f7c5b476aefa,RJ-4447,received,2026-07-07,2026-07-07,17,
61ee2427-c65b-8253-29ce-aa8d42c7e905,RJ-4447,diagnosed,2026-07-07,2026-07-07,6,
d9a2d5da-a4d2-2360-9cf9-8070b8ccab24,RJ-4447,awaiting_customer_approval,2026-07-07,2026-07-07,21,
f3713b16-d604-03a9-6d4b-a485013f5351,RJ-4447,awaiting_parts,2026-07-07,2026-07-07,23,
cb57886d-8c64-86a3-3362-fd65f382c7fc,RJ-4447,under_repair,2026-07-07,2026-07-07,19,
fc4e9ae3-c7fa-86b2-7079-82b42ee43553,RJ-4447,ready_for_collection,2026-07-07,2026-07-07,23,
25e3cbbc-88ef-5552-6c61-7d6fef68bc5d,RJ-4447,collected,2026-07-07,,,
6c6f0c8b-2b35-2efa-6adc-6c81bd5037e4,RJ-4448,received,2026-07-27,2026-07-27,9,
ca27592a-e36a-f20d-d119-7f0be766b87b,RJ-4448,diagnosed,2026-07-27,2026-07-28,26,
b896a1a5-2342-65b3-6f6d-3c0c72851e35,RJ-4448,awaiting_customer_approval,2026-07-28,2026-07-28,17,
81630d78-3081-ef0c-e4d2-a2e07e771090,RJ-4448,awaiting_parts,2026-07-28,2026-07-28,4,
9641eee5-fb09-bbd7-a042-fde0a1458474,RJ-4448,under_repair,2026-07-28,2026-07-29,30,
ca9e6de8-eb03-e234-27f9-66549cf98ad5,RJ-4448,ready_for_collection,2026-07-29,2026-07-29,10,
5c1bb796-bb1f-4a1f-685f-f89742747104,RJ-4448,collected,2026-07-29,,,
66bead7b-d197-86d9-0111-bdfea99dc61f,RJ-4449,received,2026-07-29,,,
a8714917-fa6c-2082-7c88-42630b4b0ddc,RJ-4450,received,2026-07-02,,,
aa6fc87d-b9d8-a6fd-9d98-1e2b585b7b3b,RJ-4451,received,2026-07-24,,,
8bfdff51-52ef-ee60-ad18-23c1aa682031,RJ-4452,received,2026-07-05,2026-07-05,17,
c44ea608-949c-fdbc-6058-8051b05b15ec,RJ-4452,diagnosed,2026-07-05,2026-07-05,5,
f5c5a644-1787-9abc-cb79-886034e8b5c1,RJ-4452,awaiting_customer_approval,2026-07-05,2026-07-06,30,
ae30514b-f434-4720-4faf-ce6c3e045901,RJ-4452,awaiting_parts,2026-07-06,2026-07-07,25,
8a0d0c94-a1f6-5cab-9b7c-175bc22b6dbc,RJ-4452,under_repair,2026-07-07,2026-07-08,28,
ec49e63f-b735-edd1-bf9b-2dddf2fb7bbc,RJ-4452,ready_for_collection,2026-07-08,,,
0d8990b0-4ded-7038-d8ea-f3e29dcb301f,RJ-4453,received,2026-08-06,2026-08-06,13,
ef703fec-53c4-77ae-90c3-50785efc4497,RJ-4453,diagnosed,2026-08-06,,,
6e3f205e-904a-035b-eb58-8c5658a3ef82,RJ-4454,received,2026-07-10,2026-07-10,22,
4681fdc4-f56b-2fe4-bb21-267e43f6fe44,RJ-4454,diagnosed,2026-07-10,2026-07-10,20,
ca48a4fb-b2b7-79af-a598-bedb6f172c74,RJ-4454,awaiting_customer_approval,2026-07-10,2026-07-10,14,
016b4301-624d-77cb-0351-c0b3de79dd58,RJ-4454,awaiting_parts,2026-07-10,2026-07-10,11,
ec79a51e-3331-2cf8-f797-890265a08151,RJ-4454,under_repair,2026-07-10,,,
e648683e-d155-f784-5873-a7618496a16a,RJ-4455,received,2026-08-06,2026-08-06,8,
332b5637-8aa7-9439-e2d0-4e2709dc26f8,RJ-4455,diagnosed,2026-08-06,2026-08-07,30,
c31b5030-798b-328e-eb2d-424a4c16502f,RJ-4455,awaiting_customer_approval,2026-08-07,2026-08-07,8,
23ca8187-0cfa-071a-8a87-85bbd7e6d18c,RJ-4455,awaiting_parts,2026-08-07,2026-08-08,28,
8cd4b143-84c5-9a8f-b26c-212daaf0f7e6,RJ-4455,under_repair,2026-08-08,2026-08-09,25,
e6046617-8e6c-12d6-914d-9c241f80475a,RJ-4455,ready_for_collection,2026-08-09,2026-08-09,9,
06b8d508-cfdc-9797-3985-7b2bd00327a1,RJ-4455,collected,2026-08-09,,,
a0e0abfd-543e-2a3b-b3ea-b4755c019872,RJ-4456,received,2026-06-26,2026-06-26,11,
87f917b7-86b7-0da7-9d1f-db00c772a39c,RJ-4456,diagnosed,2026-06-26,,,
b0063ea1-d23d-72cd-cb71-6f5c16ee2cfd,RJ-4457,received,2026-06-27,2026-06-28,26,
6a631195-53dd-8d0f-81d8-b00a4f0c54c5,RJ-4457,diagnosed,2026-06-28,,,
0847bce0-7790-e61d-921c-d2cae0c258d3,RJ-4458,received,2026-06-27,,,
4b288e99-8782-9396-f89e-47e06e4106e9,RJ-4459,received,2026-08-06,,,
36dee576-9c9d-5f69-d18a-bfd494405848,RJ-4460,received,2026-07-27,,,
f0bb0c54-8b85-7716-7a22-20e863224f04,RJ-4461,received,2026-07-09,2026-07-10,25,
a5d36bd5-75b2-51e2-a1ed-0b31e19b108a,RJ-4461,diagnosed,2026-07-10,,,
73872f89-add2-25b4-6623-901113d2ad94,RJ-4462,received,2026-07-21,2026-07-21,17,
ebca2fcc-686b-e479-7747-913e2344e7fb,RJ-4462,diagnosed,2026-07-21,,,
4abf6c64-3343-ed4a-62b8-9e5011445cae,RJ-4463,received,2026-07-28,2026-07-29,27,
0d454c69-0d9b-a475-0511-81132d0bcbb6,RJ-4463,diagnosed,2026-07-29,2026-07-29,4,
0aba5037-e277-b3e5-aab0-4ed08228796a,RJ-4463,awaiting_customer_approval,2026-07-29,2026-07-29,11,
150fdd47-0264-b453-2833-aad6eed6b91e,RJ-4463,awaiting_parts,2026-07-29,2026-07-29,7,
52c9bc9e-7b99-1385-a973-9f7de37480d8,RJ-4463,under_repair,2026-07-29,2026-07-29,9,
db00f816-1b58-41a5-0bea-45c88ac1f36d,RJ-4463,ready_for_collection,2026-07-29,2026-07-29,7,
bca18e2e-1381-28f6-3b5f-43936aefb159,RJ-4463,collected,2026-07-29,,,
a6845efc-6692-0def-94ac-9300a78c6bd4,RJ-4464,received,2026-07-08,2026-07-08,12,
1d38b212-3a18-3487-b39b-d70bd7ce892b,RJ-4464,diagnosed,2026-07-08,2026-07-08,6,
96103840-1c9d-f06b-15ed-421c560d87d8,RJ-4464,awaiting_customer_approval,2026-07-08,,,
8a54f077-5003-3c86-5ae8-7b54dcba1688,RJ-4465,received,2026-07-22,2026-07-23,27,
e3a6c76c-de18-6cb5-2bc4-65085b21d7c2,RJ-4465,diagnosed,2026-07-23,,,
11013c69-7bc2-ec41-00f8-2ee0e0fbf996,RJ-4466,received,2026-06-29,2026-06-29,8,
d5450db8-ca07-2efd-9efe-67acd9a77edc,RJ-4466,diagnosed,2026-06-29,2026-06-29,22,
7dc62e62-bc7a-8a86-e12d-9f00f7a4e927,RJ-4466,awaiting_customer_approval,2026-06-29,2026-06-29,19,
4dcad4ee-15e4-05c4-fef6-e0ba6afa4dc8,RJ-4466,awaiting_parts,2026-06-29,,,
