sku,branch_id,tenant_id,qty_on_hand,reorder_level,updated_at
D-L-1013,1e401c64-aea5-9092-c7c7-11e1e0c79b36,sai-ke,180,10,2026-08-11
D-L-1013,b39999e9-ac87-cd22-4751-5e4d2d25ae47,sai-ke,14,10,2026-08-11
D-L-1013,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,sai-ke,120,10,2026-08-11
HP-1014,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,sai-ke,48,10,2026-08-11
HP-1014,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,sai-ke,180,10,2026-08-11
HP-1014,4e87eafa-e937-ff84-ae92-fc9068abf480,sai-ke,70,10,2026-08-11
HP-1014,1e401c64-aea5-9092-c7c7-11e1e0c79b36,sai-ke,0,10,2026-08-11
HP-1014,b39999e9-ac87-cd22-4751-5e4d2d25ae47,sai-ke,31,10,2026-08-11
HP-1014,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,sai-ke,14,10,2026-08-11
LEN-1015,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,sai-ke,180,10,2026-08-11
LEN-1015,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,sai-ke,48,10,2026-08-11
LEN-1015,4e87eafa-e937-ff84-ae92-fc9068abf480,sai-ke,0,10,2026-08-11
LEN-1015,1e401c64-aea5-9092-c7c7-11e1e0c79b36,sai-ke,8,10,2026-08-11
LEN-1015,b39999e9-ac87-cd22-4751-5e4d2d25ae47,sai-ke,0,10,2026-08-11
LEN-1015,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,sai-ke,31,10,2026-08-11
D-L-1016,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,sai-ke,8,10,2026-08-11
D-L-1016,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,sai-ke,31,10,2026-08-11
D-L-1016,4e87eafa-e937-ff84-ae92-fc9068abf480,sai-ke,14,10,2026-08-11
D-L-1016,1e401c64-aea5-9092-c7c7-11e1e0c79b36,sai-ke,3,10,2026-08-11
D-L-1016,b39999e9-ac87-cd22-4751-5e4d2d25ae47,sai-ke,8,10,2026-08-11
D-L-1016,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,sai-ke,120,10,2026-08-11
DEL-1017,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,sai-ke,180,10,2026-08-11
DEL-1017,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,sai-ke,31,10,2026-08-11
DEL-1017,4e87eafa-e937-ff84-ae92-fc9068abf480,sai-ke,22,10,2026-08-11
DEL-1017,1e401c64-aea5-9092-c7c7-11e1e0c79b36,sai-ke,3,10,2026-08-11
DEL-1017,b39999e9-ac87-cd22-4751-5e4d2d25ae47,sai-ke,14,10,2026-08-11
DEL-1017,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,sai-ke,48,10,2026-08-11
LEN-1018,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,sai-ke,22,10,2026-08-11
LEN-1018,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,sai-ke,48,10,2026-08-11
LEN-1018,4e87eafa-e937-ff84-ae92-fc9068abf480,sai-ke,14,10,2026-08-11
LEN-1018,1e401c64-aea5-9092-c7c7-11e1e0c79b36,sai-ke,3,10,2026-08-11
LEN-1018,b39999e9-ac87-cd22-4751-5e4d2d25ae47,sai-ke,3,10,2026-08-11
LEN-1018,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,sai-ke,120,10,2026-08-11
BRO-1019,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,sai-ke,0,10,2026-08-11
BRO-1019,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,sai-ke,22,10,2026-08-11
BRO-1019,4e87eafa-e937-ff84-ae92-fc9068abf480,sai-ke,0,10,2026-08-11
BRO-1019,1e401c64-aea5-9092-c7c7-11e1e0c79b36,sai-ke,22,10,2026-08-11
BRO-1019,b39999e9-ac87-cd22-4751-5e4d2d25ae47,sai-ke,70,10,2026-08-11
BRO-1019,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,sai-ke,3,10,2026-08-11
EPS-1020,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,sai-ke,180,10,2026-08-11
EPS-1020,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,sai-ke,8,10,2026-08-11
EPS-1020,4e87eafa-e937-ff84-ae92-fc9068abf480,sai-ke,48,10,2026-08-11
EPS-1020,1e401c64-aea5-9092-c7c7-11e1e0c79b36,sai-ke,22,10,2026-08-11
EPS-1020,b39999e9-ac87-cd22-4751-5e4d2d25ae47,sai-ke,3,10,2026-08-11
EPS-1020,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,sai-ke,0,10,2026-08-11
DEL-1021,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,sai-ke,3,10,2026-08-11
DEL-1021,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,sai-ke,48,10,2026-08-11
DEL-1021,4e87eafa-e937-ff84-ae92-fc9068abf480,sai-ke,22,10,2026-08-11
DEL-1021,1e401c64-aea5-9092-c7c7-11e1e0c79b36,sai-ke,31,10,2026-08-11
DEL-1021,b39999e9-ac87-cd22-4751-5e4d2d25ae47,sai-ke,180,10,2026-08-11
DEL-1021,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,sai-ke,8,10,2026-08-11
CAN-1022,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,sai-ke,180,10,2026-08-11
CAN-1022,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,sai-ke,0,10,2026-08-11
CAN-1022,4e87eafa-e937-ff84-ae92-fc9068abf480,sai-ke,8,10,2026-08-11
CAN-1022,1e401c64-aea5-9092-c7c7-11e1e0c79b36,sai-ke,22,10,2026-08-11
CAN-1022,b39999e9-ac87-cd22-4751-5e4d2d25ae47,sai-ke,8,10,2026-08-11
CAN-1022,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,sai-ke,120,10,2026-08-11
CAN-1023,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,sai-ke,14,10,2026-08-11
CAN-1023,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,sai-ke,3,10,2026-08-11
CAN-1023,4e87eafa-e937-ff84-ae92-fc9068abf480,sai-ke,22,10,2026-08-11
CAN-1023,1e401c64-aea5-9092-c7c7-11e1e0c79b36,sai-ke,3,10,2026-08-11
CAN-1023,b39999e9-ac87-cd22-4751-5e4d2d25ae47,sai-ke,180,10,2026-08-11
CAN-1023,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,sai-ke,48,10,2026-08-11
CAN-1024,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,sai-ke,22,10,2026-08-11
CAN-1024,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,sai-ke,22,10,2026-08-11
CAN-1024,4e87eafa-e937-ff84-ae92-fc9068abf480,sai-ke,8,10,2026-08-11
CAN-1024,1e401c64-aea5-9092-c7c7-11e1e0c79b36,sai-ke,120,10,2026-08-11
CAN-1024,b39999e9-ac87-cd22-4751-5e4d2d25ae47,sai-ke,120,10,2026-08-11
CAN-1024,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,sai-ke,120,10,2026-08-11
DEL-1025,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,sai-ke,14,10,2026-08-11
DEL-1025,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,sai-ke,120,10,2026-08-11
DEL-1025,4e87eafa-e937-ff84-ae92-fc9068abf480,sai-ke,31,10,2026-08-11
DEL-1025,1e401c64-aea5-9092-c7c7-11e1e0c79b36,sai-ke,180,10,2026-08-11
DEL-1025,b39999e9-ac87-cd22-4751-5e4d2d25ae47,sai-ke,8,10,2026-08-11
DEL-1025,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,sai-ke,8,10,2026-08-11
D-L-1026,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,sai-ke,14,10,2026-08-11
D-L-1026,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,sai-ke,3,10,2026-08-11
D-L-1026,4e87eafa-e937-ff84-ae92-fc9068abf480,sai-ke,3,10,2026-08-11
D-L-1026,1e401c64-aea5-9092-c7c7-11e1e0c79b36,sai-ke,180,10,2026-08-11
D-L-1026,b39999e9-ac87-cd22-4751-5e4d2d25ae47,sai-ke,70,10,2026-08-11
D-L-1026,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,sai-ke,3,10,2026-08-11
HP-1027,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,sai-ke,120,10,2026-08-11
HP-1027,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,sai-ke,31,10,2026-08-11
HP-1027,4e87eafa-e937-ff84-ae92-fc9068abf480,sai-ke,8,10,2026-08-11
HP-1027,1e401c64-aea5-9092-c7c7-11e1e0c79b36,sai-ke,22,10,2026-08-11
HP-1027,b39999e9-ac87-cd22-4751-5e4d2d25ae47,sai-ke,8,10,2026-08-11
HP-1027,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,sai-ke,31,10,2026-08-11
HP-1028,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,sai-ke,22,10,2026-08-11
HP-1028,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,sai-ke,31,10,2026-08-11
HP-1028,4e87eafa-e937-ff84-ae92-fc9068abf480,sai-ke,3,10,2026-08-11
HP-1028,1e401c64-aea5-9092-c7c7-11e1e0c79b36,sai-ke,8,10,2026-08-11
HP-1028,b39999e9-ac87-cd22-4751-5e4d2d25ae47,sai-ke,120,10,2026-08-11
HP-1028,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,sai-ke,120,10,2026-08-11
EPS-1029,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,sai-ke,22,10,2026-08-11
EPS-1029,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,sai-ke,31,10,2026-08-11
EPS-1029,4e87eafa-e937-ff84-ae92-fc9068abf480,sai-ke,14,10,2026-08-11
EPS-1029,1e401c64-aea5-9092-c7c7-11e1e0c79b36,sai-ke,31,10,2026-08-11
EPS-1029,b39999e9-ac87-cd22-4751-5e4d2d25ae47,sai-ke,70,10,2026-08-11
EPS-1029,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,sai-ke,48,10,2026-08-11
DEL-1030,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,sai-ke,8,10,2026-08-11
DEL-1030,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,sai-ke,3,10,2026-08-11
DEL-1030,4e87eafa-e937-ff84-ae92-fc9068abf480,sai-ke,70,10,2026-08-11
DEL-1030,1e401c64-aea5-9092-c7c7-11e1e0c79b36,sai-ke,3,10,2026-08-11
DEL-1030,b39999e9-ac87-cd22-4751-5e4d2d25ae47,sai-ke,0,10,2026-08-11
DEL-1030,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,sai-ke,31,10,2026-08-11
HP-1031,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,sai-ke,0,10,2026-08-11
HP-1031,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,sai-ke,22,10,2026-08-11
HP-1031,4e87eafa-e937-ff84-ae92-fc9068abf480,sai-ke,14,10,2026-08-11
HP-1031,1e401c64-aea5-9092-c7c7-11e1e0c79b36,sai-ke,180,10,2026-08-11
HP-1031,b39999e9-ac87-cd22-4751-5e4d2d25ae47,sai-ke,120,10,2026-08-11
HP-1031,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,sai-ke,120,10,2026-08-11
LEN-1032,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,sai-ke,8,10,2026-08-11
LEN-1032,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,sai-ke,48,10,2026-08-11
LEN-1032,4e87eafa-e937-ff84-ae92-fc9068abf480,sai-ke,3,10,2026-08-11
LEN-1032,1e401c64-aea5-9092-c7c7-11e1e0c79b36,sai-ke,48,10,2026-08-11
LEN-1032,b39999e9-ac87-cd22-4751-5e4d2d25ae47,sai-ke,8,10,2026-08-11
LEN-1032,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,sai-ke,14,10,2026-08-11
BRO-1033,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,sai-ke,0,10,2026-08-11
BRO-1033,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,sai-ke,120,10,2026-08-11
BRO-1033,4e87eafa-e937-ff84-ae92-fc9068abf480,sai-ke,31,10,2026-08-11
BRO-1033,1e401c64-aea5-9092-c7c7-11e1e0c79b36,sai-ke,0,10,2026-08-11
BRO-1033,b39999e9-ac87-cd22-4751-5e4d2d25ae47,sai-ke,31,10,2026-08-11
BRO-1033,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,sai-ke,120,10,2026-08-11
LEN-1034,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,sai-ke,31,10,2026-08-11
LEN-1034,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,sai-ke,8,10,2026-08-11
LEN-1034,4e87eafa-e937-ff84-ae92-fc9068abf480,sai-ke,70,10,2026-08-11
LEN-1034,1e401c64-aea5-9092-c7c7-11e1e0c79b36,sai-ke,3,10,2026-08-11
LEN-1034,b39999e9-ac87-cd22-4751-5e4d2d25ae47,sai-ke,180,10,2026-08-11
LEN-1034,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,sai-ke,0,10,2026-08-11
LEN-1035,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,sai-ke,3,10,2026-08-11
LEN-1035,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,sai-ke,70,10,2026-08-11
LEN-1035,4e87eafa-e937-ff84-ae92-fc9068abf480,sai-ke,22,10,2026-08-11
LEN-1035,1e401c64-aea5-9092-c7c7-11e1e0c79b36,sai-ke,3,10,2026-08-11
LEN-1035,b39999e9-ac87-cd22-4751-5e4d2d25ae47,sai-ke,48,10,2026-08-11
LEN-1035,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,sai-ke,0,10,2026-08-11
EPS-1036,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,sai-ke,31,10,2026-08-11
EPS-1036,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,sai-ke,120,10,2026-08-11
EPS-1036,4e87eafa-e937-ff84-ae92-fc9068abf480,sai-ke,48,10,2026-08-11
EPS-1036,1e401c64-aea5-9092-c7c7-11e1e0c79b36,sai-ke,70,10,2026-08-11
EPS-1036,b39999e9-ac87-cd22-4751-5e4d2d25ae47,sai-ke,120,10,2026-08-11
EPS-1036,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,sai-ke,48,10,2026-08-11
CAN-1037,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,sai-ke,3,10,2026-08-11
CAN-1037,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,sai-ke,14,10,2026-08-11
CAN-1037,4e87eafa-e937-ff84-ae92-fc9068abf480,sai-ke,31,10,2026-08-11
CAN-1037,1e401c64-aea5-9092-c7c7-11e1e0c79b36,sai-ke,22,10,2026-08-11
CAN-1037,b39999e9-ac87-cd22-4751-5e4d2d25ae47,sai-ke,3,10,2026-08-11
CAN-1037,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,sai-ke,22,10,2026-08-11
BRO-1038,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,sai-ke,22,10,2026-08-11
BRO-1038,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,sai-ke,31,10,2026-08-11
BRO-1038,4e87eafa-e937-ff84-ae92-fc9068abf480,sai-ke,48,10,2026-08-11
BRO-1038,1e401c64-aea5-9092-c7c7-11e1e0c79b36,sai-ke,48,10,2026-08-11
BRO-1038,b39999e9-ac87-cd22-4751-5e4d2d25ae47,sai-ke,0,10,2026-08-11
BRO-1038,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,sai-ke,14,10,2026-08-11
D-L-1039,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,sai-ke,8,10,2026-08-11
D-L-1039,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,sai-ke,22,10,2026-08-11
D-L-1039,4e87eafa-e937-ff84-ae92-fc9068abf480,sai-ke,8,10,2026-08-11
D-L-1039,1e401c64-aea5-9092-c7c7-11e1e0c79b36,sai-ke,31,10,2026-08-11
D-L-1039,b39999e9-ac87-cd22-4751-5e4d2d25ae47,sai-ke,70,10,2026-08-11
D-L-1039,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,sai-ke,0,10,2026-08-11
CAN-1040,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,sai-ke,14,10,2026-08-11
CAN-1040,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,sai-ke,0,10,2026-08-11
CAN-1040,4e87eafa-e937-ff84-ae92-fc9068abf480,sai-ke,48,10,2026-08-11
CAN-1040,1e401c64-aea5-9092-c7c7-11e1e0c79b36,sai-ke,3,10,2026-08-11
CAN-1040,b39999e9-ac87-cd22-4751-5e4d2d25ae47,sai-ke,8,10,2026-08-11
CAN-1040,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,sai-ke,3,10,2026-08-11
DEL-1041,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,sai-ke,3,10,2026-08-11
DEL-1041,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,sai-ke,70,10,2026-08-11
DEL-1041,4e87eafa-e937-ff84-ae92-fc9068abf480,sai-ke,3,10,2026-08-11
DEL-1041,1e401c64-aea5-9092-c7c7-11e1e0c79b36,sai-ke,3,10,2026-08-11
DEL-1041,b39999e9-ac87-cd22-4751-5e4d2d25ae47,sai-ke,22,10,2026-08-11
DEL-1041,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,sai-ke,0,10,2026-08-11
LEN-1042,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,sai-ke,70,10,2026-08-11
LEN-1042,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,sai-ke,31,10,2026-08-11
LEN-1042,4e87eafa-e937-ff84-ae92-fc9068abf480,sai-ke,31,10,2026-08-11
LEN-1042,1e401c64-aea5-9092-c7c7-11e1e0c79b36,sai-ke,0,10,2026-08-11
LEN-1042,b39999e9-ac87-cd22-4751-5e4d2d25ae47,sai-ke,14,10,2026-08-11
LEN-1042,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,sai-ke,0,10,2026-08-11
HP-1043,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,sai-ke,0,10,2026-08-11
HP-1043,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,sai-ke,8,10,2026-08-11
HP-1043,4e87eafa-e937-ff84-ae92-fc9068abf480,sai-ke,0,10,2026-08-11
HP-1043,1e401c64-aea5-9092-c7c7-11e1e0c79b36,sai-ke,180,10,2026-08-11
HP-1043,b39999e9-ac87-cd22-4751-5e4d2d25ae47,sai-ke,70,10,2026-08-11
HP-1043,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,sai-ke,70,10,2026-08-11
CAN-1044,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,sai-ke,8,10,2026-08-11
CAN-1044,8efa6771-e1d6-8ea8-08d8-13c5a1acffce,sai-ke,70,10,2026-08-11
CAN-1044,4e87eafa-e937-ff84-ae92-fc9068abf480,sai-ke,14,10,2026-08-11
CAN-1044,1e401c64-aea5-9092-c7c7-11e1e0c79b36,sai-ke,22,10,2026-08-11
CAN-1044,b39999e9-ac87-cd22-4751-5e4d2d25ae47,sai-ke,22,10,2026-08-11
CAN-1044,0f9aa6b8-15cc-0d9b-56c3-61f5f86544f9,sai-ke,8,10,2026-08-11
EPS-1045,bfb69fe8-1548-6f0b-3f13-f26c740f0c1f,sai-ke,120,10,2026-08-11
